,datadate,cusip,scf,src,apdedate,fdate,pdate,acchg,acominc,acox,am,ano,ao,aoloch,aox,ap,at,caps,capx,ch,che,cogs,cshi,csho,cstk,dd,dlc,dn,do,dt,ebit,ebitda,epspi,fca,gdwl,gp,ib,intan,invt,lct,lt,ni,niadj,np,pi,pnrsho,ppegt,ppent,re,revt,sale,seq,teq,tstk,txt,wcap,naicsh,mkvalt,Seq. No.,Code,Industry
5052,2018-12-31,G0508H110,7.0,5.0,2018-12-31,2019-03-30,2019-03-05,0.0,-49.2,3.2,,0.0,40.1,-6.7,30.1,72.0,660.0,511.1,73.6,28.3,28.3,221.8,146.0,146.0,0.1,0.0,0.0,0.0,0.0,34.0,165.1,180.1,0.88,2.4,0.0,220.7,126.1,1.4,71.8,120.4,172.1,126.1,126.1,0.0,153.1,0.0,468.8,275.7,-23.3,442.5,442.5,487.9,487.9,0.0,27.0,180.9,325180.0,2014.8,482.0,325180.0,Other Basic Inorganic Chemical Manufacturing 
6221,2000-12-31,G0535E106,7.0,53.0,,,,0.0,,5.007,0.131,,0.336,-4.138,0.336,12.53,186.717,96.571,11.435,20.883,32.489,141.02,10.733,10.733,0.107,0.0,50.384,0.0,0.0,17.422,1.752,11.949,-0.48,-6.38,4.91,24.377,-5.143,4.91,34.356,79.807,96.48,-5.143,-5.143,47.208,-1.35,,102.88,63.682,-28.717,165.397,165.397,67.961,,0.0,7.584,31.161,335929.0,14.7579,799.0,335929.0,Other Communication and Energy Wire Manufacturing 
13515,2003-12-31,G05384105,7.0,8.0,2003-12-31,,,0.0,27.2,0.0,,,94.6,827.1,0.0,59.9,2578.5,0.0,0.3,230.8,902.1,634.0,69.179,69.179,1090.8,0.0,0.0,0.0,0.0,40.0,205.5,,2.63,1.5,0.0,205.5,152.1,6.6,0.0,,1279.8,152.1,152.1,0.0,206.6,,,0.4,207.9,839.5,839.5,1298.7,1298.7,0.0,54.5,,524130.0,1716.331,1468.0,524130.0,Reinsurance Carriers 
13697,2004-12-31,G0585R106,7.0,5.0,2004-12-31,,,0.0,78.96,0.0,,,263.201,-388.259,61.643,25.112,2694.011,887.49,0.0,16.978,207.838,102.215,75.679,75.243,0.757,0.0,0.0,197.356,0.0,197.356,245.7,,2.44,,85.417,245.7,182.788,85.417,0.0,,1166.399,182.788,182.788,0.0,233.32,0.0,0.0,0.0,647.215,347.915,347.915,1527.612,1527.612,7.85,50.532,,524126.0,1480.0298,1464.0,524126.0,Direct Property and Casualty Insurance Carriers 
22801,2013-12-31,G06207115,7.0,53.0,2013-12-31,2014-04-11,2014-03-10,0.0,-1.429,0.0,0.0,0.0,198.656,-11.769,189.775,103.998,219.278,169.595,1.245,9.811,17.382,65.865,9.425,9.425,0.028,0.0,0.0,0.0,0.0,0.0,7.451,8.246,0.92,,0.0,8.246,6.18,0.74,0.0,,155.58,6.18,7.361,0.0,6.252,2.0,8.989,2.5,-107.925,74.111,74.111,63.698,63.698,0.0,0.072,,524126.0,138.736,1464.0,524126.0,Direct Property and Casualty Insurance Carriers 
24756,2016-12-31,G0684D107,7.0,5.0,2016-12-31,2017-03-30,2017-03-16,0.0,367.0,0.0,159.0,99.0,2854.0,1097.0,1244.0,1600.0,86720.0,3421.0,0.0,2459.0,6483.0,3152.0,200.411,200.411,0.0,0.0,0.0,0.0,0.0,14.0,796.0,955.0,4.01,,0.0,955.0,805.0,1354.0,0.0,,79814.0,805.0,805.0,0.0,753.0,0.0,0.0,0.0,3484.0,4107.0,4107.0,6905.0,6906.0,0.0,-52.0,,524113.0,,1461.0,524113.0,Direct Life Insurance Carriers 
12631,2003-12-31,G0692U109,7.0,37.0,2003-12-31,,,0.0,25.164,0.0,3.375,,338.613,1167.588,37.333,218.832,5172.273,2000.731,0.0,605.175,722.859,963.731,152.474,152.474,1.906,0.0,0.0,0.0,0.0,0.0,499.457,502.832,3.69,32.215,0.0,594.046,532.35,24.579,0.0,,2355.125,532.35,532.35,0.0,531.672,,0.0,0.0,814.511,1557.777,1557.777,2817.148,2817.148,0.0,-0.678,,524126.0,4464.4387,1464.0,524126.0,Direct Property and Casualty Insurance Carriers 
18607,2006-12-31,G0704V103,7.0,5.0,2006-12-31,2007-07-12,,0.0,0.229,0.0,0.009,,4.87,-0.758,1.916,1.641,94.576,39.967,4.809,32.027,32.451,39.83,13.063,13.063,1.707,0.0,30.712,0.0,0.0,0.0,9.997,13.008,0.99,,1.317,16.151,8.67,1.331,3.048,34.876,34.876,8.67,8.67,30.712,8.767,0.0,48.811,40.708,18.026,55.981,55.981,59.7,59.7,0.0,0.097,12.791,326113.0,206.3954,533.0,326113.0,Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing 
3060,2014-12-31,G0750C108,7.0,5.0,2014-12-31,2015-03-31,2015-03-11,0.0,-103.3,127.4,83.8,0.0,545.9,-72.6,454.9,463.6,6252.8,1144.7,188.4,382.1,386.8,2712.7,229.8,229.8,229.8,0.0,40.1,1055.3,0.0,3684.2,505.8,766.1,0.12,-81.2,1001.1,1678.8,27.4,2301.1,538.3,946.7,5140.8,27.4,27.4,12.2,36.8,0.0,1858.2,1514.1,-329.8,4391.5,4391.5,1044.7,1112.0,0.0,2.1,926.2,325510.0,5979.396,509.0,325510.0,Paint and Coating Manufacturing
2327,2014-12-31,G0751N103,7.0,5.0,2014-12-31,2015-02-28,,0.0,-44.502,0.0,,,6853.985,-62.389,6853.985,54.074,7963.995,0.0,,354.154,583.571,143.783,80.0,80.0,8.0,432.0,333.444,252.76,0.0,4201.481,173.343,298.823,-0.71,2.054,0.0,298.823,-31.612,,22.068,581.016,6124.364,-31.612,-31.612,0.0,-24.852,0.0,,,1743.602,442.606,442.606,1751.602,1839.631,0.0,4.413,154.319,2211.0,2185.6,175.0,2211.0,"Electric Power Generation, Transmission and Distribution"
11421,2002-12-31,G07644100,,5.0,,,,,,,,,129.385,,,10165.189,11089.968,384.443,,4602.862,4677.011,123.026,28.991,28.991,28.991,,0.0,,0.0,,,151.67,2.62,42.365,0.0,419.706,77.658,0.0,0.0,,10427.775,77.658,77.658,0.0,83.891,,,145.325,248.759,542.732,542.732,662.193,,0.0,6.233,,522110.0,924.8129,1420.0,522110.0,Commercial Banking 
24093,2016-12-31,G0772R208,7.0,53.0,2016-12-31,2017-03-09,,,-144.68,,,0.0,105.329,-1.065,,10033.649,11103.545,1142.608,9.804,110.741,2770.219,20.848,53.287,53.285,0.533,,0.0,,0.0,,189.297,241.558,1.2,30.606,19.622,402.568,115.942,61.911,14.199,,10392.803,115.942,58.374,0.0,116.669,0.0,,167.773,-432.357,423.416,423.416,710.742,710.742,0.042,0.727,,522110.0,1675.2804,1420.0,522110.0,Commercial Banking 
17353,2013-07-31,G1082J100,7.0,88.0,2013-07-31,,2013-10-18,0.0,0.0,0.0,0.0,0.0,40.868,0.048,40.6,0.0,40.895,0.0,0.0,0.027,0.027,0.0,2.107,2.107,5.0,0.0,0.524,0.0,0.0,0.0,-0.78,-0.78,-0.31,,0.0,0.0,-0.635,0.0,0.0,1.041,3.149,-0.635,-0.635,0.524,-0.635,0.0,0.0,0.0,0.0,0.0,0.0,37.746,37.746,0.0,0.0,-1.014,,21.5125,,,
4309,2017-12-31,G10830100,7.0,5.0,2017-12-31,2018-06-15,2018-04-05,0.0,-0.182,1.789,0.0,,0.361,-1.016,0.361,3.379,32.828,151.147,0.076,27.481,30.555,0.0,22.531,22.531,0.002,0.0,0.0,0.0,0.0,0.0,-97.981,-97.949,-4.12,0.555,0.0,0.0,-91.763,0.0,0.0,4.792,4.792,-91.763,-91.763,0.0,-96.388,0.0,0.179,0.123,-124.073,0.0,0.0,27.076,28.036,0.0,0.0,27.552,325414.0,655.1812,506.0,325414.0,Biological Product (except Diagnostic) Manufacturing 
4540,2017-12-31,G11196105,7.0,5.0,2017-12-31,2018-03-09,,0.0,0.0,0.1,0.0,0.0,0.032,-4.733,0.032,4.721,146.888,23.556,0.541,131.468,131.468,0.0,36.058,36.058,311.061,0.0,0.0,0.0,0.0,0.0,-107.582,-107.547,-3.62,,0.0,0.0,-127.19,0.0,0.0,9.429,14.917,-127.19,-127.19,0.0,-126.184,0.0,2.387,2.344,-202.646,0.0,0.0,131.971,131.971,0.0,1.006,127.236,325412.0,972.8448,504.0,325412.0,Pharmaceutical Preparation Manufacturing 
3532,2015-06-30,G1144D133,7.0,5.0,2015-06-30,2015-12-05,,0.0,10.006,22.627,0.131,,0.734,9.84,0.734,6.658,225.725,41.428,4.155,0.218,26.771,176.11,8.721,8.721,0.001,0.0,98.613,0.0,0.0,0.0,12.258,18.841,1.44,,0.0,25.899,1.407,2.834,9.751,167.317,167.317,1.407,9.313,98.613,5.136,0.0,86.438,65.26,16.979,202.009,202.009,58.408,58.408,0.0,3.729,-10.42,325194.0,42.2969,485.0,325194.0,"Cyclic Crude, Intermediate, and Gum and Wood Chemical Manufacturing "
10452,2001-08-31,G1151C101,7.0,5.0,,,,187.974,-108.634,399.44,0.0,,311.462,507.675,311.462,371.794,6061.356,832.731,377.93,1880.083,1880.083,5942.141,343.307,343.307,0.021,0.0,190.669,0.0,0.0,1.887,2511.481,2768.553,,-1.279,0.0,5501.579,869.429,0.0,0.0,4178.82,5371.242,1057.403,1057.403,189.872,794.857,,1517.887,822.318,-550.564,11443.72,11443.72,282.188,,0.0,502.616,400.817,541611.0,5115.2743,1594.0,541611.0,Administrative Management and General Management Consulting Services 
9816,2000-12-31,G1154H107,7.0,53.0,,,,0.0,,0.0,,,2.253,0.0,2.253,15.962,725.876,228.862,35.946,15.889,15.889,123.323,48.944,30.9,0.489,0.0,60.07,0.0,0.0,276.773,60.034,75.166,1.43,-0.039,2.219,144.136,39.965,30.423,15.95,113.631,342.138,39.965,39.965,6.348,45.965,,619.947,548.788,149.547,267.459,267.459,378.717,,0.181,6.0,-36.192,721110.0,666.2813,1928.0,721110.0,Hotels (except Casino Hotels) and Motels 
1727,2013-12-31,G1190F107,,5.0,2013-12-31,2014-03-10,,,0.0,0.0,,,1.5,,1.5,0.7,175.5,165.2,,173.8,173.8,,8.75,8.75,8.8,0.0,0.0,0.0,,0.0,,,,,0.0,,,0.0,0.0,,2.2,,,0.0,,0.0,0.0,0.0,-0.7,,,173.3,173.3,0.0,,,524130.0,160.7375,1468.0,524130.0,Reinsurance Carriers 
21869,2010-12-31,G1288E103,7.0,5.0,2010-12-31,2011-04-13,,0.0,1.238,1.898,0.016,,3.441,-0.661,3.441,0.137,32.596,13.446,6.217,7.983,7.983,11.367,10.125,10.125,0.01,0.0,0.728,0.0,0.0,0.0,7.987,8.717,0.81,,0.0,9.912,8.159,0.744,4.82,1.786,1.786,8.159,8.159,0.728,8.159,0.0,15.74,13.626,17.354,21.279,21.279,30.81,30.81,0.0,0.0,12.999,112210.0,63.2813,67.0,112210.0,Hog and Pig Farming 
4811,2017-12-31,G1466B145,7.0,5.0,2017-12-31,2018-06-13,,0.0,-0.507,2.101,3.935,,7.099,14.998,4.457,49.69,148.732,120.642,0.842,13.06,16.519,123.066,30.805,30.805,0.0,0.0,18.08,0.0,0.0,5.432,6.522,10.958,-1.52,-0.779,0.736,31.241,-12.569,20.74,17.031,92.748,101.727,-12.569,-19.525,12.648,-10.04,0.0,8.542,1.362,-72.84,154.307,154.307,47.802,47.005,0.0,2.319,26.783,541512.0,167.8873,1589.0,541512.0,Computer Systems Design Services 
3956,2016-12-31,G16234109,7.0,53.0,2016-12-31,2017-03-29,,0.0,-141.0,375.0,52.0,0.0,232.0,4.0,232.0,1325.0,8193.0,,144.0,1050.0,1456.0,7404.0,51.845,51.845,,0.0,411.0,0.0,0.0,1551.0,19.0,287.0,0.07,,1152.0,556.0,-32.0,1523.0,538.0,2556.0,4155.0,-32.0,3.0,0.0,-218.0,0.0,2849.0,2096.0,,7960.0,7960.0,1206.0,4038.0,0.0,-16.0,1520.0,236220.0,1247.3907,210.0,236220.0,Commercial and Institutional Building Construction 
760,2013-12-31,G16249107,7.0,53.0,2013-12-31,2014-04-11,,0.0,-4.0,312.0,,0.0,1075.0,0.0,1075.0,1541.0,52446.0,,3180.0,1368.0,1705.0,2161.0,102.522,102.522,,0.0,5308.0,327.0,0.0,24009.0,1636.0,1798.0,4.18,11.0,120.0,2126.0,350.0,446.0,0.0,6973.0,27456.0,350.0,350.0,0.0,2264.0,0.0,36851.0,36585.0,58.0,4287.0,4287.0,2532.0,24990.0,0.0,501.0,-3962.0,531120.0,2044.2887,1497.0,531120.0,Lessors of Nonresidential Buildings (except Miniwarehouses) 
20544,2008-12-31,G16252101,7.0,53.0,2008-12-31,2009-05-04,,0.0,8.6,0.0,0.0,,0.0,0.0,0.0,0.0,546.5,,0.0,0.0,0.0,0.0,23.16,23.16,,,0.0,,0.0,,0.0,0.0,0.72,,,0.0,16.8,0.0,0.0,0.0,0.0,16.8,16.8,0.0,16.8,0.0,0.0,0.0,,0.0,0.0,546.5,,,0.0,0.0,2211.0,259.392,175.0,2211.0,"Electric Power Generation, Transmission and Distribution"
23651,2012-03-31,G1890L107,7.0,5.0,2012-03-31,2012-06-18,2012-06-12,0.0,-0.735,43.07,1.5,0.0,11.456,56.095,9.056,67.326,674.425,228.321,88.187,106.354,106.354,549.158,192.731,192.731,0.0,0.0,22.674,0.0,0.0,0.0,250.852,288.406,0.77,2.629,14.005,753.096,147.364,28.151,187.413,165.006,218.188,147.364,147.364,22.674,248.816,0.0,288.242,170.755,227.916,1302.254,1302.254,456.237,456.237,0.0,101.452,299.057,315.0,8979.3373,391.0,315.0,Apparel Manufacturing
5658,2000-12-31,G1933S101,7.0,5.0,,,,0.0,,0.494,0.0,,0.358,-0.215,0.358,8.563,31.41,157.522,1.64,24.504,24.504,3.558,17.237,16.654,0.172,0.0,0.997,1.006,0.0,2.003,-50.718,-49.64,-3.04,,0.0,0.114,-48.794,0.0,0.0,11.347,12.353,-48.794,-48.794,0.0,-48.795,,7.976,4.576,-130.987,3.672,3.672,19.04,,7.667,0.0,15.129,325412.0,287.2815,504.0,325412.0,Pharmaceutical Preparation Manufacturing 
17192,2007-12-31,G19522112,7.0,5.0,2007-12-31,2008-05-12,2008-03-10,0.0,-1.051,0.0,0.0,,94.468,171.501,14.247,28.376,926.743,385.057,1.547,153.632,179.173,240.568,38.289,38.289,0.383,0.0,0.0,0.0,0.0,134.022,37.796,38.016,0.86,,0.0,38.016,32.74,0.0,0.0,,504.937,32.74,32.74,0.0,26.883,0.0,,,36.366,278.584,278.584,421.806,,0.0,-5.857,,524126.0,459.468,1464.0,524126.0,Direct Property and Casualty Insurance Carriers 
24259,2007-12-31,G1991C105,7.0,5.0,2007-12-31,2008-05-18,2008-03-01,0.0,-4.518,1.928,,,135.403,-14.148,122.794,34.385,591.285,190.279,68.868,13.439,19.339,312.163,43.572,38.566,0.004,0.0,2.029,0.0,0.0,310.744,9.919,36.778,-4.11,,235.185,66.135,-27.09,235.185,2.355,123.139,484.174,-27.09,-63.362,0.0,-22.83,0.0,217.636,163.912,-34.951,378.298,378.298,107.111,107.111,48.221,4.636,-66.354,561990.0,389.9023,1712.0,561990.0,All Other Support Services
8685,2001-03-31,G1991M103,7.0,53.0,,,,0.0,,9.7,8.8,,24.4,-7.9,23.3,244.4,991.4,311.4,19.2,64.5,113.7,1033.7,61.766,58.754,0.6,0.0,37.6,0.0,0.0,79.5,30.0,52.7,0.06,,,244.6,3.5,332.5,4.9,,554.2,3.5,3.5,37.5,14.2,,206.9,100.3,111.8,1278.3,1278.3,400.1,,23.7,7.7,,5617.0,290.0979,1695.0,5617.0,Services to Buildings and Dwellings
8546,2000-12-31,G2022L114,7.0,5.0,,,,0.0,,50.897,0.696,,3.866,-49.569,3.866,17.219,622.92,604.566,29.228,51.617,442.563,75.519,101.829,101.829,0.025,0.0,15.117,0.0,0.0,3.934,-99.44,-61.298,-0.61,,40.205,45.72,-59.802,40.205,0.0,71.626,71.626,-59.802,-59.802,11.183,-59.715,,42.409,30.15,-92.567,121.239,121.239,512.024,,0.0,0.64,450.391,541430.0,458.2305,1583.0,541430.0,Graphic Design Services
21030,2012-12-31,G21101137,7.0,8.0,2012-12-31,2013-05-28,2013-03-26,0.0,21.809,0.0,0.33,,24.343,-48.796,24.343,2.279,673.37,4.979,30.562,228.861,390.647,197.312,59.824,59.562,140.418,0.0,318.695,0.0,0.0,0.0,42.33,53.559,0.45,,0.0,68.174,26.133,13.626,22.763,343.302,343.302,26.133,26.133,318.695,38.03,0.0,169.784,134.111,185.085,265.486,265.486,330.068,330.068,0.414,11.897,151.738,331110.0,106.616,595.0,331110.0,Iron and Steel Mills and Ferroalloy Manufacturing 
10547,2001-12-31,G2110R114,7.0,3.0,,,,0.0,-0.014,1.675,,,26.019,-9.471,26.019,3.431,460.037,216.634,47.76,33.746,68.145,97.25,58.342,58.342,0.544,34.286,64.193,0.0,0.0,89.983,-42.165,32.851,-0.56,1.581,0.0,52.61,-32.426,,4.922,86.312,147.582,-32.426,-32.426,30.479,-44.372,,495.117,308.56,-0.058,149.86,149.86,217.12,,0.0,0.926,31.392,334413.0,116.684,758.0,334413.0,Semiconductor and Related Device Manufacturing 
4657,2000-12-31,G2110U117,7.0,5.0,,,,0.0,,3.189,,,0.0,3.027,0.0,0.091,40.328,20.421,0.352,4.535,12.071,0.773,0.838,0.838,0.001,0.0,2.243,0.0,0.0,0.0,-2.745,-2.28,-3.92,-0.472,0.0,0.067,-2.803,0.95,0.228,5.879,5.879,-2.803,-2.803,2.243,-1.947,,1.903,1.607,0.076,0.84,0.84,20.499,,0.0,0.349,9.62,445110.0,2.514,1098.0,445110.0,Supermarkets and Other Grocery Retailers (except Convenience Retailers) 
3003,2015-12-31,G2118P102,7.0,5.0,2015-12-31,2016-05-01,,0.0,-0.45,0.807,0.0,,0.566,2.041,0.566,0.897,31.009,11.179,1.614,13.623,13.623,45.552,18.33,18.33,0.018,0.0,1.748,0.0,0.0,0.0,5.208,6.549,0.26,,0.0,13.799,4.774,0.0,0.0,9.245,9.245,4.774,4.774,1.748,6.05,0.0,9.988,4.088,10.567,59.351,59.351,21.764,21.764,0.0,1.276,16.14,518210.0,145.9068,1405.0,518210.0,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services"
16068,2006-06-30,G2143T103,7.0,5.0,2006-06-30,2006-09-14,,0.0,0.665,3.564,2.038,,6.518,4.202,6.518,6.24,171.392,146.354,24.929,64.653,108.127,42.432,41.501,41.501,0.042,0.0,2.482,0.0,0.0,25.528,18.865,26.291,0.51,-0.494,0.0,109.717,19.235,,1.407,24.362,47.408,19.235,16.889,0.0,20.018,0.0,60.623,50.311,-22.412,152.149,152.149,123.984,123.984,0.0,0.783,90.201,541430.0,1109.7367,1583.0,541430.0,Graphic Design Services
17977,2009-12-31,G21515104,7.0,8.0,2009-12-31,2010-04-13,,0.0,5.277,2.353,3.359,0.0,3.224,9.096,3.224,3.702,167.836,22.517,1.873,53.844,53.844,26.553,23.056,23.056,0.002,0.0,8.176,0.0,0.0,0.139,61.377,67.446,0.06,,12.426,92.445,1.265,33.606,35.133,51.118,84.193,1.265,1.265,8.127,28.126,0.0,42.827,28.873,27.995,118.998,118.998,50.514,83.643,0.0,10.513,44.388,325414.0,278.5165,506.0,325414.0,Biological Product (except Diagnostic) Manufacturing 
4925,2019-03-31,G2161P140,7.0,8.0,2019-03-31,2019-09-11,,0.0,0.05,0.037,0.007,,0.014,-0.485,0.014,1.685,17.471,7.951,0.599,9.131,9.292,2.22,22.707,22.707,0.023,0.0,0.261,0.0,0.0,0.0,1.769,1.95,0.07,,0.0,4.792,1.539,0.061,1.008,6.321,6.363,1.539,1.539,0.261,1.791,0.0,2.553,1.808,3.134,7.012,7.012,11.108,11.108,0.0,0.252,9.267,325412.0,154.8617,504.0,325412.0,Pharmaceutical Preparation Manufacturing 
10772,2001-12-31,G21912103,7.0,5.0,,,,0.0,-28.757,7.903,,,17.607,1.08,6.312,16.502,279.274,246.456,6.288,15.211,15.211,90.568,18.678,18.678,0.187,0.0,90.66,0.0,0.0,33.449,-10.226,17.076,-4.58,-29.565,133.412,17.076,-84.886,156.37,0.0,147.698,176.521,-84.886,-84.886,79.546,-80.889,,70.457,31.901,-158.89,107.644,107.644,102.753,,0.0,4.124,-87.183,513210.0,26.7095,1378.0,513210.0,Software Publishers
19567,2010-06-30,G2287A209,7.0,5.0,2010-06-30,2010-09-30,,0.0,3.02,0.0,0.0,0.0,12.924,2.55,8.51,16.473,85.611,33.721,2.682,3.301,3.358,70.779,17.467,17.467,0.017,0.0,0.0,0.0,0.0,0.0,13.897,16.822,0.9,,0.0,22.262,13.006,0.0,2.165,21.509,24.429,13.006,12.051,0.0,16.181,0.0,37.458,26.489,27.444,93.041,93.041,61.182,61.182,0.0,3.175,24.325,327320.0,61.8332,573.0,327320.0,Ready-Mix Concrete Manufacturing
5531,2000-12-31,G23773107,7.0,53.0,,,,0.0,,0.299,0.065,,0.0,0.366,0.0,1.448,21.846,6.727,2.302,0.251,0.251,4.348,3.863,3.863,4.636,0.0,0.923,0.0,0.0,1.352,2.102,3.215,0.68,0.004,0.0,5.229,2.405,2.009,0.154,2.773,3.999,2.405,2.391,0.703,2.405,,24.887,17.644,6.444,9.577,9.577,17.847,,0.0,0.0,-0.58,221310.0,27.041,193.0,221310.0,Water Supply and Irrigation Systems 
19956,2009-03-31,G25343107,7.0,53.0,2009-03-31,2009-08-27,,0.0,-243.607,73.308,,0.0,362.583,-36.326,362.583,197.22,5421.102,1926.733,606.155,508.784,513.862,2331.122,270.687,270.687,2.706,0.0,781.664,1552.333,0.0,2032.759,-48.805,241.934,-0.76,-342.346,888.793,595.338,-188.088,1119.534,477.792,1164.698,3280.337,-188.088,-188.088,0.0,-415.773,0.0,3315.851,2271.828,-333.202,2926.46,2926.46,1596.237,1596.237,0.0,-144.69,362.759,424720.0,663.1832,1039.0,424720.0,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals) 
19221,2007-09-30,G2554F113,7.0,5.0,2007-09-28,2007-12-18,,0.0,643.0,1921.0,83.0,,774.0,351.0,774.0,527.0,18328.0,5999.0,388.0,,872.0,4965.0,497.53,497.53,100.0,0.0,523.0,6.0,-5.0,4088.0,2079.0,2447.0,-0.69,-27.0,5932.0,5205.0,-337.0,7232.0,1309.0,5367.0,11586.0,-342.0,-342.0,0.0,151.0,0.0,4693.0,2691.0,643.0,10170.0,10170.0,6742.0,6742.0,0.0,488.0,2189.0,334510.0,20647.495,765.0,334510.0,Electromedical and Electrotherapeutic Apparatus Manufacturing 
7149,2000-12-31,G2706W105,7.0,5.0,,,,0.0,,0.0,0.0,,24.858,-19.128,23.966,,160.575,30.763,0.0,11.266,11.266,8.773,4.079,4.079,0.041,0.0,0.0,0.0,0.0,35.776,4.462,4.462,0.07,,0.0,4.462,1.306,0.0,0.0,,146.373,1.306,0.271,0.0,1.306,,0.0,0.0,-16.733,13.235,13.235,14.202,,0.0,0.0,,524114.0,14.2765,1462.0,524114.0,Direct Health and Medical Insurance Carriers 
4710,2017-12-31,G2709G107,7.0,5.0,2017-12-31,2018-03-15,2018-02-21,0.0,-371.0,22.0,16.0,,221.0,250.0,217.0,931.0,3793.0,431.0,197.0,338.0,339.0,3696.0,88.613,88.613,1.0,0.0,20.0,782.0,0.0,1535.0,625.0,826.0,3.22,9.0,7.0,1153.0,285.0,82.0,498.0,1396.0,3561.0,285.0,285.0,0.0,425.0,0.0,2391.0,1316.0,-364.0,4849.0,4849.0,68.0,232.0,0.0,106.0,662.0,336310.0,4649.5241,820.0,336310.0,Motor Vehicle Gasoline Engine and Engine Parts Manufacturing
5032,2018-12-31,G2717B108,7.0,5.0,2018-12-31,2019-03-27,2019-03-03,0.0,-154.4,81.0,184.2,0.0,318.8,-159.1,318.8,980.9,6546.0,2791.2,84.2,895.3,965.4,6642.4,216.6,216.6,21.7,0.0,39.9,0.4,0.0,2681.2,19.8,309.8,-0.89,-5.6,1778.5,1577.5,-185.8,2906.7,0.0,2038.7,5185.9,-185.8,-185.8,2.9,-210.8,0.0,606.6,313.8,-1452.8,8219.9,8219.9,1360.1,1360.1,0.0,-25.0,704.6,531312.0,3134.202,1508.0,531312.0,Nonresidential Property Managers 
4919,2018-06-30,G2788T111,7.0,5.0,2018-06-30,2018-11-06,,0.0,-1.885,1.106,0.04,,0.022,0.184,0.022,0.351,69.583,52.146,13.444,7.085,35.317,16.781,25.914,25.914,0.052,0.0,4.836,0.0,0.0,0.0,5.941,7.161,0.2,-0.382,0.0,13.354,4.604,2.391,4.154,8.843,8.843,4.604,4.604,4.836,5.529,0.0,25.613,20.951,8.542,30.135,30.135,60.74,60.74,0.0,0.925,37.376,339999.0,104.9517,900.0,339999.0,All Other Miscellaneous Manufacturing 
4390,2018-03-31,G28365107,7.0,5.0,2018-03-31,2018-08-06,,0.0,-0.169,0.166,0.0,,0.088,-1.976,0.088,0.053,13.018,8.93,1.448,3.937,8.682,0.483,11.421,11.421,0.001,0.0,0.0,0.0,0.0,0.0,0.384,0.403,0.02,,0.0,3.796,0.193,0.001,0.0,2.025,2.025,0.193,0.193,0.0,0.759,0.0,1.118,1.06,2.141,4.279,4.279,11.072,10.993,0.0,0.634,9.768,541611.0,39.2882,1594.0,541611.0,Administrative Management and General Management Consulting Services 
5652,2000-12-31,G29687103,7.0,53.0,,,,-4.577,,0.423,0.0,,0.038,3.309,0.038,1.54,20.36,71.122,0.737,10.137,10.137,14.994,16.198,16.198,2.366,0.0,0.643,0.0,0.0,2.22,-5.205,-4.092,-0.62,0.049,0.0,-4.092,-4.884,0.0,0.86,6.113,9.478,-9.461,-9.461,0.0,-4.834,,10.436,2.922,-62.606,10.902,10.902,10.882,,0.0,0.05,7.948,325412.0,,504.0,325412.0,Pharmaceutical Preparation Manufacturing 
12563,2003-12-31,G30397106,7.0,5.0,2003-12-31,,,0.0,46.068,0.0,3.237,,213.352,589.066,27.63,23.977,3458.964,1189.57,16.767,150.923,216.691,894.245,63.912,63.912,63.912,0.0,76.8,0.0,0.0,103.029,252.536,288.294,4.19,9.883,,356.43,263.437,32.407,0.0,,1814.149,263.437,263.437,0.0,258.181,,,,391.333,1250.675,1250.675,1644.815,1644.815,0.0,-5.256,,524130.0,2144.2476,1468.0,524130.0,Reinsurance Carriers 
5855,2000-12-31,G30401106,7.0,5.0,,,,0.0,,2.304,,,4.484,0.235,4.484,15.855,467.84,385.955,1.534,59.196,59.196,63.041,89.139,89.139,0.891,0.0,36.371,64.51,0.0,198.525,8.915,36.539,-1.97,,,134.388,-156.84,284.56,29.746,100.295,269.667,-156.84,-156.84,0.0,-163.021,,9.734,5.742,-188.673,197.429,197.429,198.173,,0.0,-6.181,72.759,325412.0,534.834,504.0,325412.0,Pharmaceutical Preparation Manufacturing 
18822,2007-12-31,G3075P101,7.0,5.0,2007-12-31,2008-03-21,,0.0,6.035,0.0,0.0,,96.878,-130.609,96.878,211.253,2417.143,590.934,0.0,995.237,1579.369,22.495,14.893,11.92,14.893,0.0,0.0,0.0,0.0,60.227,42.346,43.297,5.2,7.921,21.222,73.759,46.102,21.222,0.0,,1903.107,61.785,61.785,0.0,45.391,0.0,,,266.331,96.254,96.254,450.599,450.599,421.559,-7.441,,52429.0,1459.2464,1472.0,52429.0,Other Insurance Related Activities 
6994,2000-12-31,G31215109,7.0,5.0,,,,0.0,,0.0,,,81.375,12.39,29.332,44.267,554.794,207.646,1.314,26.032,28.571,304.008,11.777,11.777,11.777,0.0,0.0,0.0,-5.178,0.0,-56.798,-55.156,-5.23,-1.3,0.0,-55.156,-56.618,,0.0,,441.228,-61.796,-61.796,0.0,-56.618,,,,-105.857,248.852,248.852,113.566,,0.0,0.0,,524130.0,21.7138,1468.0,524130.0,Reinsurance Carriers 
