,IPO name,ticker,CUSIP,Date of IPO,IS_SPAC
12572,EQT GP Holdings LP,EQGP,26885J103,,False
12573,Jaguar Animal Health Inc,JAGX,47008L106,,False
12574,Fenix Parts Inc,FENX,31446L100,,False
12575,Arcadia Biosciences Inc,RKDA,039014105,,False
12576,Fortress Transp & Infra Inv,FTAI,34960P101,,False
12577,Code Rebel Corp,CDRB,19200J106,,False
12578,Black Knight Financial Svcs,BKFS,09214X100,,False
12579,GP Investments Acq Corp,GPIAU,G4035712,,False
12580,Baozun Inc,BZUN,06684L103,,False
12581,Community Healthcare Trust Inc,CHCT,20369C106,,False
12582,Press Ganey Holdings Inc,PGND,74113L102,,False
12583,Shopify Inc,SHOP,82509L107,,False
12584,AllianzGI Diversified Income,ACV,01883J108,,False
12585,PennTex Midstream Partners LP,PTXP,709311104,,False
12586,DAVIDsTea Inc,DTEA,23866110,,False
12587,EndoChoice Holdings Inc,GI,29272U103,,False
12588,Evolent Health Inc,EVH,30050B101,,False
12589,Axovant Sciences Ltd,AXON,G0750W10,,False
12590,People's Utah Bancorp,PUB,712706209,,False
12591,Wingstop Inc,WING,974155103,,False
12592,Invuity Inc,IVTY,46187J106,,False
12593,Nivalis Therapeutics Inc,NVLS,65481J109,,False
12594,Fitbit Inc,FIT,33812L102,,False
12595,Univar Inc,UNVR,91336L107,,False
12596,8point3 Energy Partners LP,CAFD,282539105,,False
12597,Eagle Growth & Income Opport,EGIF,26958J105,,False
12598,Fogo De Chao Inc,FOGO,344177100,,False
12599,MINDBODY Inc,MB,60255W105,,False
12600,Ritter Pharmaceuticals Inc,RTTR,767836109,,False
12601,Catabasis Pharmaceuticals Inc,CATB,14875P107,,False
12602,Gener8 Maritime Inc,GNRT,Y2688910,,False
12603,Glaukos Corp,GKOS,377322102,,False
12604,Lantheus Holdings Inc,LNTH,516544103,,False
12605,Milacron Holdings Corp,MCRN,59870L106,,False
12606,TransUnion,TRU,89400J107,,False
12607,Alarm.com Holdings Inc,ALRM,011642105,,False
12608,AppFolio Inc,APPF,03783C100,,False
12609,Green Plains Partners LP,GPP,393221106,,False
12610,Seres Therapeutics Inc,MCRB,81750R102,,False
12611,Tekla World Healthcare Fund,THW,87911L10,,False
12612,Xactly Corp,XTLY,98386L101,,False
12613,Yulong Eco-Materials Ltd,YECO,G9884711,,False
12614,Unique Fabricating,UFAB,90915J103,,False
12615,CNX Coal Resources LP,CNXC,12592V100,,False
12616,ConforMIS Inc,CFMS,20717E101,,False
12617,Teladoc Inc,TDOC,87918A105,,False
12618,Natera Inc,NTRA,632307104,,False
12619,Chiasma Inc,CHMA,16706W102,,False
12620,Jupai Holdings Ltd,JP,48205B107,,False
12621,Ollie's Bargain Outlet Hldg,OLLI,681116109,,False
12622,ProNAi Therapeutics Inc,DNAI,74346L101,,False
12623,MCBC Holdings Inc,MCFT,55276F107,,False
12624,Ooma Inc,OOMA,683416101,,False
12625,Rapid7 Inc,RPD,753422104,,False
12626,Blue Buffalo Pet Products Inc,BUFF,09531U102,,False
12627,Hennessy Capital Acq Corp II,HCACU,42588J209,,False
12628,Live Oak Bancshares Inc,LOB,53803X105,,False
12629,Neos Therapeutics Inc,NEOS,64052L106,,False
12630,JM Global Holding Co,WYIGU,46590H200,,False
12631,NantKwest Inc,NK,63016Q102,,False
12632,Nuveen High Income 2020,JHY,67075L102,,False
12633,Easterly Acquisition Corp,EACQU,27616L201,,False
12634,Global Partner Acq Corp,GPACU,37954X204,,False
12635,vTv Therapeutics Inc,VTVT,918385105,,False
12636,Aqua Metals Inc,AQMS,03837J101,,False
12637,TerraForm Global Inc,GLBL,88104M101,,False
12638,Amplify Snack Brands Inc,BETR,03211L102,,False
12639,Sunrun Inc,RUN,86771W105,,False
12640,Zynerba Pharmaceuticals Inc,ZYNE,98986X109,,False
12641,Aimmune Therapeutics Inc,AIMT,00900T107,,False
12642,Planet Fitness Inc,PLNT,72703H101,,False
12643,E-Compass Acquisition Corp,ECAC,G2920Y10,,False
12644,Global Blood Therapeutics Inc,GBT,37890U108,,False
12645,Conifer Holdings Inc,CNFR,20731J102,,False
12646,Houlihan Lokey Inc,HLI,441593100,,False
12647,Gores Holdings Inc,GRSHU,382866200,,False
12648,Pace Holdings Corp,PACEU,G6865N10,,False
12649,Double Eagle Acquisition Corp,EAGLU,G2819512,,False
12650,Regenxbio Inc,RGNX,75901B107,,False
12651,Nabriva Therapeutics,NBRV,62957M104,,False
12652,Penumbra Inc,PEN,70975L107,,False
12653,Boulevard Acquisition Corp II,BLVDU,10157Q201,,False
12654,First Tr Dynamic Europe Eq,FDEU,33740D107,,False
12655,Edge Therapeutics Inc,EDGE,279870109,,False
12656,Mirna Therapeutics Inc,MIRN,60470J103,,False
12657,Performance Food Group Co,PFGC,71377A103,,False
12658,Surgery Partners Inc,SGRY,86881A100,,False
12659,Novocure Ltd,NVCR,G6674U10,,False
12660,Aclaris Therapeutics Inc,ACRS,00461U105,,False
12661,Pure Storage Inc,PSTG,74624M102,,False
12662,Allegiance Bancshares Inc,ABTX,01748H107,,False
12663,CytomX Therapeutics Inc,CTMX,23284F105,,False
12664,CPI Card Group Inc,PMTS,12634H101,,False
12665,Capitol Acquisition Corp III,CLACU,14055M205,,False
12666,Cerecor Inc,CERC,15671L109,,False
12667,First Data Corp,FDC,32008D106,,False
12668,Pacific Special Acq Corp,PAACU,G6858810,,False
12669,American Farmland Co,AFCO,02589Y100,,False
12670,Ferrari NV,RACE,N3167J10,,False
12671,Dimension Therapeutics Inc,DMTX,25433V105,,False
12672,Multi Packaging Solutions,MPSX,G6331W10,,False
12673,Adesto Technologies Corp,IOTS,00687D101,,False
12674,MyoKardia Inc,MYOK,62857M105,,False
12675,Fuling Global Inc,FORK,G3729B102,,False
12676,Advanced Accelerator,AAAP,00790T100,,False
12677,Equity Bancshares Inc,EQBK,29460X109,,False
12678,Voyager Therapeutics Inc,VYGR,92915B106,,False
12679,WaVe Life Sciences Ltd,WVE,Y9530810,,False
12680,Nuveen High Income Dec 2018,JHA,67075P10,,False
12681,Instructure Inc,INST,45781U103,,False
12682,Xtera Communications Inc,XCOM,98415E300,,False
12683,Axsome Therapeutics Inc,AXSM,05464T104,,False
12684,Match Group Inc,MTCH,57665R106,,False
12685,Mimecast Ltd,MIME,G1483810,,False
12686,Square Inc,SQ,852234103,,False
12687,Duluth Holdings Inc,DLTH,26443V101,,False
12688,Andina Acquisition Corp II,ANDA,G0441P104,,False
12689,Atlassian Corp PLC,TEAM,G06242104,,False
12690,Yirendai Ltd,YRD,98585L100,,False
12691,BeiGene Ltd,BGNE,07725L102,,False
12692,Editas Medicine Inc,EDIT,28106W103,,False
12693,AveXis Inc,AVXS,05366U100,,False
12694,Proteostasis Therapeutics Inc,PTI,74373B109,,False
12697,Syndax Pharmaceuticals Inc,SNDX,87164F105,,False
12698,KLR Energy Acquisition Corp,KLREU,49877M207,,False
12699,Corvus Pharmaceuticals Inc,CRVS,221015100,,False
12700,Aeglea BioTherapeutics Inc,AGLE,00773J103,,False
12701,BATS Global Markets Inc,BATS,05491G109,,False
12702,MGM Growth Properties LLC,MGP,55303A105,,False
12703,Amer Renal Assoc Hldg Inc,ARA,029227105,,False
12704,SecureWorks Corp,SCWX,81374A105,,False
12705,Red Rock Resorts Inc,RRR,75700L108,,False
12706,Yintech Invest Hldg Ltd,YIN,98585M108,,False
12707,PAVmed Inc,PAVMU,70387R106,,False
12708,Intellia Therapeutics Inc,NTLA,45826J105,,False
12709,Spring Bank Pharms Inc,SBPH,849431101,,False
12710,Nuveen High Income Dec 2019,JHD,67076E107,,False
12711,Turning Point Brands Inc,TPB,90041L105,,False
12712,SiteOne Landscape Supply Inc,SITE,82982L103,,False
12713,Acacia Communications Inc,ACIA,00401C108,,False
12714,Oncobiologics Inc,ONSIU,68235M204,,False
12715,PhaseRx Inc,PZRX,71723F103,,False
12716,Pulse Biosciences Inc,PLSE,74587B101,,False
12717,Grupo Supervielle SA,SUPV,40054A108,,False
12718,Merus BV,MRUS,N5749R100,,False
12719,CF Corp,CFCOU,G20307123,,False
12720,Midland States Bancorp Inc,MSBI,597742105,,False
12721,Cotiviti Holdings Inc,COTV,22164K101,,False
12722,Eaton Vance High Income 2021,EHT,27829W101,,False
12723,GMS Inc,GMS,36251C103,,False
12725,Reata Pharmaceuticals Inc,RETA,75615P103,,False
12726,US Foods Holding Corp,USFD,912008109,,False
12727,Clearside Biomedical Inc,CLSD,185063104,,False
12728,Moleculin Biotech Inc,MBRX,60855D101,,False
12729,NantHealth Inc,NH,630104107,,False
12730,Sensus Healthcare Inc,SRTS,81728J208,,False
12731,Atkore International Group Inc,ATKR,047649108,,False
12732,China Online Education Group,COE,16954L105,,False
12733,Selecta Biosciences Inc,SELB,816212104,,False
12734,Twilio Inc,TWLO,90138F102,,False
12735,Syros Pharmaceuticals Inc,SYRS,87184Q107,,False
12737,AdvancePierre Foods Hldg Inc,APFH,00782L107,,False
12738,Audentes Therapeutics Inc,BOLD,05070R104,,False
12739,Impinj Inc,PI,453204109,,False
12740,Patheon N.V.,PTHN,70319W108,,False
12741,TPI Composites Inc,TPIC,87266J104,,False
12742,Kadmon Holdings LLC,KDMN,48283N106,,False
12743,Kinsale Capital Group Inc,KNSL,49714P108,,False
12744,Tactile  Systems Technology,TCMD,87357P100,,False
12745,Talend SA,TLND,874224108,,False
12746,At Home Group Inc,HOME,04650Y100,,False
12747,First Hawaiian,FHB,32051X108,,False
12748,Atomera Inc,ATMR,04965B100,,False
12749,Gemphire Therapeutics Inc,GEMP,36870A108,,False
12750,Medpace Inc,MEDP,58506Q109,,False
12751,Protagonist Therapeutics Inc,PTGX,74366E102,,False
12752,Airgain Inc,AIRG,00938A104,,False
12753,Stellar Acquisition III Inc,STLRU,Y8172W10,,False
12754,M I Acquisitions Inc,MACQU,55304A203,,False
12755,Noble Midstream Partners LP,NBLX,65506L105,,False
12756,Everbridge Inc,EVBG,29978A104,,False
12757,FB Financial Corp,FBK,30257X104,,False
12759,Novan Inc,NOVN,66988N106,,False
12760,Trade Desk Inc,TTD,88339J105,,False
12761,Capstar Financial Holdings Inc,CSTR,14070T102,,False
12762,e l f Beauty Inc,ELF,26856L103,,False
12763,AC Immune SA,ACIU,H00263105,,False
12764,Apptio Inc,APTI,03835C108,,False
12765,Gridsum Holding Inc,GSUM,398132100,,False
12766,Valvoline Inc,VVV,92047W101,,False
12767,Fulgent Genetics Inc,FLGT,359664109,,False
12768,MedEquities Realty Trust Inc,MRT,58409L306,,False
12769,Tabula Rasa HealthCare Inc,TRHC,873379101,,False
12770,Nutanix Inc,NTNX,67059N108,,False
12771,Advanced Disposal Services Inc,ADSW,00790X101,,False
12772,AquaVenture Holdings LLC,WAAS,G0443N107,,False
12773,Coupa Software Inc,COUP,22266L106,,False
12774,Obalon Therapeutics Inc,OBLN,67424L100,,False
12775,Camping World Holdings Inc,CWH,13462K109,,False
12776,EverSpin Technologies,MRAM,30041T104,,False
12777,Avista Healthcare Public Acq,AHPAU,G0726L125,,False
12778,AzurRx BioPharma Inc,AZRX,05502L105,,False
12779,Azure Power Global Ltd,AZRE,V0393H103,,False
12780,Extraction Oil & Gas Inc,XOG,30227M105,,False
12781,Mammoth Energy Services Inc,TUSK,56155L108,,False
12782,CRISPR Therapeutics AG,CRSP,H17182108,,False
12783,Forterra Inc,FRTA,34960W106,,False
12784,iRhythm Technologies Inc,IRTC,450056106,,False
12785,Ra Pharmaceuticals Inc,RARX,74933V10,,False
12786,Myovant Sciences Ltd,MYOV,G637AM102,,False
12787,ZTO Express (Cayman) Inc,ZTO,98980A105,,False
12788,Acushnet Holdings Corp,GOLF,005098108,,False
12789,Blackline Inc,BL,09239B109,,False
12790,GTY Technology Holdings Inc,GTYHU,G4182A102,,False
12791,Quantenna Communications Inc,QTNA,74766D100,,False
12792,GDS Services Ltd,GDS,36165L108,,False
12793,Smart Sand,SND,83191H107,,False
12794,Hunter Maritime Acq Corp,HUNTU,Y37828111,,False
12795,Innovative Industrial Ppty Inc,IIPR,45781V101,,False
12796,Polar Power Inc,POLA,73102V105,,False
12797,SenesTech Inc,SNES,81720R109,,False
12798,Athene Holding Ltd,ATH,G0684D107,,False
12799,Ichor Holdings Ltd,ICHR,G4740B105,,False
12800,Wildhorse Resource Dvlp Corp,WRD,96812T102,,False
12801,travel BV (trivago),TRVG,89686D105,,False
12802,Hebron Technology Co Ltd,HEBT,G4418R101,,False
12805,Keane Group Inc,FRAC,48669A108,,False
12806,AnaptysBio Inc,ANAB,032724106,,False
12807,Obseva SA,OBSV,H5861P103,,False
12808,JELD-WEN Holding Inc,JELD,47580P103,,False
12809,Jagged Peak Energy Inc,JAG,47009K107,,False
12810,Jounce Therapeutics Inc,JNCE,481116101,,False
12811,Nuveen Pref & Income 2022,JPT,67075T105,,False
12812,REV Group Inc,REVG,749527107,,False
12813,Invitation Homes Inc,INVH,46187W107,,False
12814,Laureate Education Inc,LAUR,518613203,,False
12815,Kimbell Royalty Partners LP,KRP,49435R102,,False
12816,Ramaco Resources Inc,METC,75134P303,,False
12817,Clipper Realty Inc,CLPR,18885T108,,False
12818,Foundation Building Materials,FBM,350392106,,False
12819,Sachem Capital Corp,SACH,78590A109,,False
12820,BlackRock 2022 Global Income,BGIO,09258P104,,False
12821,Hamilton Lane Inc,HLNE,407497106,,False
12822,Snap Inc,SNAP,83304A106,,False
12823,Beyondspring Inc,BYSI,G10830100,,False
12824,J.Jill Inc,JILL,466189107,,False
12825,Matlin & Partners Acq Corp,MPACU,57682V106,,False
12826,Presidio Inc,PSDO,74102M103,,False
12827,Ardagh Group SA,ARD,L0223L101,,False
12828,Canada Goose Holdings Inc,GOOS,135086106,,False
12829,MuleSoft Inc,MULE,625207105,,False
12830,ProPetro Holding Corp,PUMP,74347M108,,False
12831,Alteryx Inc,AYX,02156B103,,False
12832,Silver Run Acquisition II Corp,SRUNU,82812A20,,False
12833,Kayne Anderson Acq Corp,KAACU,48661U102,,False
12834,Nuveen Credit Opportun 2022,JCO,67075U102,,False
12835,Hess Midstream Partners LP,HESM,428104103,,False
12836,Elevate Credit Inc,ELVT,28621V101,,False
12837,Schneider National Inc,SNDR,80689H102,,False
12839,Okta Inc,OKTA,679295105,,False
12841,Azul SA,AZUL,05501U106,,False
12842,Netshoes (Cayman) Ltd,NETS,G6455X107,,False
12843,Cadence Bancorp,CADE,12739A100,,False
12844,Tocagen Inc,TOCA,888846102,,False
12845,Warrior Met Coal,HCC,93627C101,,False
12846,Yext Inc,YEXT,98585N106,,False
12847,Select Energy Services Inc,WTTR,81617J301,,False
12848,Floor & Decor Holdings Inc,FND,339750101,,False
12849,Carvana Co,CVNA,146869102,,False
12850,China Rapid Finance,XRF,16953Q105,,False
12851,Cloudera Inc,CLDR,18914U100,,False
12852,Emerald Expositions Events Inc,EEX,29103B100,,False
12853,NCS Multistage Holdings Inc,NCSM,628877102,,False
12854,Zymeworks Inc,ZYME,98985W102,,False
12855,Antero Midstream GP LP,AMGP,03675Y103,,False
12856,Biohaven Pharmaceutical Hldg,BHVN,G11196105,,False
12858,Urogen Pharma Ltd,URGN,M96088105,,False
12859,KKR Real Estate Fin Trust,KREF,48251K100,,False
12860,Ovid Therapeutics Inc,OVID,690469101,,False
12861,ENDRA Life Sciences Inc,NDRAU,29273B104,,False
12862,Guaranty Bancshares Inc,GNTY,400764106,,False
12863,ASV Holdings,ASV,00215L104,,False
12864,Gardner Denver Holdings Inc,GDI,36555P107,,False
12866,Natl Energy Svcs Reunited Corp,NESRU,G6375R107,,False
12867,Solaris Oilfield,SOI,83418M103,,False
12868,Veritone Inc,VERI,92347M100,,False
12869,G1 Therapeutics Inc,GTHX,3621LQ109,,False
12870,Bright Scholar Educ Hldg Ltd,BEDU,109199109,,False
12871,SMART Global Holdings Inc,SGH,G8232Y101,,False
12872,Appian Corp,APPN,03782L101,,False
12873,WideOpenWest Inc,WOW,96758W101,,False
12874,KBL Merger IV Corp,KBLMU,48242A104,,False
12875,ShotSpotter Inc,SSTI,82536T107,,False
12876,Plymouth Industrial REIT Inc,PLYM,729640102,,False
12877,Athenex,ATNX,04685N103,,False
12878,TCG BDC Inc,CGBD,872280102,,False
12879,Constellation Alpha Capital,CNACU,G2379F108,,False
12880,Bison Capital Acquisition Corp,BCACU,G1142P104,,False
12881,Altice USA Inc,ATUS,02156K103,,False
12883,SG Blocks Inc,SGBX,78418A307,,False
12884,Safety Income & Growth Inc,SAFE,78649D104,,False
12885,Granite Point Mtg Tr Inc,GPMT,38741L107,,False
12886,AllianzGI Convert Income 2024,CBH,01883H102,,False
12887,Avenue Therapeutics Inc,ATXI,05360L205,,False
12888,Esquire Financial Holdings Inc,ESQ,29667J101,,False
12889,TPG Pace Holdings Corp,TPGH,G8982712,,False
12890,Mersana Therapeutics Inc,MRSN,59045L106,,False
12891,Aileron Therapeutics Inc,ALRN,00887A105,,False
12892,Blue Apron Holdings Inc,APRN,09523Q101,,False
12893,Dova Pharmaceuticals Inc,DOVA,25985T102,,False
12894,Byline Bancorp Inc,BY,124411109,,False
12895,ShiftPixy Inc,PIXY,82452L104,,False
12896,Tintri Inc,TNTR,88770Q105,,False
12897,Co-Diagnostics Inc,CODX,189763105,,False
12898,Akcea Therapeutics Inc,AKCA,00972L107,,False
12900,Calyxt Inc,CLXT,13173L107,,False
12901,Kala Pharmaceuticals Inc,KALA,483119103,,False
12902,TPG RE Finance Trust Inc,TRTX,87266M107,,False
12904,PetIQ Inc,PETQ,71639T106,,False
12905,RBB Bancorp,RBB,74930B105,,False
12906,Eaton Vance Floating-Rate 2022,EFL,27831H100,,False
12907,Industrea Acquisition Corp,INDUU,45579J104,,False
12909,Sienna Biopharmaceuticals Inc,SNNA,82622H108,,False
12910,Newater Technology Inc,NEWA,G64335105,,False
12911,Redfin Corp,RDFN,75737F108,,False
12912,Clementia Pharmaceuticals Inc,CMTA,185575107,,False
12913,Venator Materials PLC,VNTR,G9329Z100,,False
12915,Ranger Energy Services,RNGR,75282U104,,False
12916,YogaWorks Inc,YOGA,986005106,,False
12917,Capitol Investment Corp IV,CIC.U,G18920101,,False
12919,Chicken Soup for Soul Ent Inc,CSSE,16842Q100,,False
12920,Social Capital Hedosophia,IPOAU,G8250R103,,False
12921,Tremont Mortgage Trust,TRMT,894789106,,False
12923,BEST Inc,BSTI,08653C106,,False
12924,Celcuity LLC,CELC,15102K100,,False
12925,Despegar.com Corp,DESP,G27358103,,False
12926,Krystal Biotech Inc,KRYS,501147102,,False
12927,Zai Lab Ltd,ZLAB,98887Q104,,False
12928,Arcimoto,FUV,039587100,,False
12929,Oasis Midstream Partners LP,OMP,67420T107,,False
12930,TDH Holdings Inc,PETZ,G87084102,,False
12931,Secoo Holding Ltd,SECO,81367P101,,False
12932,Nuveen Emerg Mrkts Debt 2022,JEMD,67077P101,,False
12933,Ryb Education Inc,RYB,74979W101,,False
12934,Deciphera Pharmaceuticals LLC,DCPH,24344T101,,False
12935,Nightstar Therapeutics Ltd,NITE,65413A101,,False
12936,NuCana plc,NCNA,67022C106,,False
12937,Roku Inc,ROKU,77543R102,,False
12938,PQ Group Holdings Inc,PQG,73943T103,,False
12940,Rhythm Pharmaceuticals Inc,RYTM,76243J105,,False
12941,Switch Inc,SWCH,87105L104,,False
12942,XAI Octagon Floating Rate Inco,XFLT,98400T106,,False
12943,Cargurus Inc,CARG,141788109,,False
12944,Orthopediatrics Corp,KIDS,68752L100,,False
12945,Restoration Robotics Inc,HAIR,76133C103,,False
12946,Optinose Inc,OPTN,68404V100,,False
12947,Qudian Inc,QD,747798106,,False
12948,MongoDB,MDB,60937P106,,False
12949,Mosaic Acq Corp,MOSC,G62848117,,False
12950,Dragon Victory Intl Ltd,LYL,G28365107,,False
12951,RISE Education Cayman Ltd,REDU,76761L102,,False
12952,Sea Ltd,SE,81141R100,,False
12954,BP Midstream Partners LP,BPMP,0556EL109,,False
12955,CM Seven Star Acquisition Corp,CMSSU,G2345N102,,False
12956,Natl Vision Hldg Inc,EYE,63845R107,,False
12957,Dreyfus Alcentra Gl Cr 2024,DCF,26189A105,,False
12958,Forescout Technologies Inc,FSCT,34553D101,,False
12959,Merchants Bancorp,MBIN,58844R108,,False
12960,Nexa Resources SA,NEXA,L67359106,,False
12961,Altair Engineering Inc,ALTR,021369103,,False
12962,Loma Negra Cia Industrial,LOMA,54150E104,,False
12963,Allena Pharms Inc,ALNA,018119107,,False
12964,Evoqua Water Technologies Corp,AQUA,30057T105,,False
12965,Funko Inc,FNKO,361008105,,False
12966,Spero Therapeutics Inc,SPRO,84833T103,,False
12967,Acm Research Inc,ACMR,00108J109,,False
12968,Aquantia Corp,AQ,03842Q108,,False
12969,Hexindai Inc,HX,428295109,,False
12970,Sentinel Energy Svcs Inc,STNLU,G8062D102,,False
12971,Meridian Bank,MRBK,58958P104,,False
12972,CBTX Inc,CBTX,12481V104,,False
12973,Four Seasons Educ Cayman Inc,FEDU,35101A101,,False
12974,InflaRx NV (Fireman BV?),IFRX,N44821101,,False
12975,Metropolitan Bank Holding Corp,MCB,591774104,,False
12976,Apellis Pharmaceuticals Inc,APLS,03753U106,,False
12977,Sogou Inc,SOGO,83409V104,,False
12978,Bandwidth Inc,BAND,05988J103,,False
12979,PPDAI Group Inc,PPDF,69354V108,,False
12980,SendGrid Inc,SEND,816883102,,False
12981,Arsanis Inc,ASNS,042873109,,False
12982,Jianpu Technology Inc,JT,47738D101,,False
12983,Bluegreen Vacations Corp,BXG,09629F108,,False
12985,SailPoint Tech Hldg Inc,SAIL,78781P105,,False
12986,Sterling Bancorp Inc,SBT,85917W102,,False
12987,Stitch Fix Inc,SFIX,860897107,,False
12988,scPharmaceuticals Inc,SCPH,810648105,,False
12990,Reto Eco-Solutions Inc,RETO,G75271109,,False
12991,Boxlight Corp,BOXL,103197109,,False
12992,Regalwood Global Energy Ltd,RWGE.,G74760102,,False
12994,Curo Grp Holdings Corp,CURO,23131L107,,False
12995,Odonate Therapeutics Llc,ODT,676079106,,False
12996,Quanterix Corp,QTRX,74766Q101,,False
12997,Denali Therapeutics Inc,DNLI,24823R105,,False
12999,Luther Burbank Corp,LBC,550550107,,False
13000,Casa Systems Inc,CASA,14713L102,,False
13001,Newmark Group Inc,NMRK,65158N102,,False
13002,Dogness Corp,DOGZ,G2788T103,,False
13003,LexinFintech Holdings,LX,528877103,,False
13004,iClick Interactive Asia Group,ICLK,45113Y104,,False
13005,Cue Biopharma Inc,CUE,22978P106,,False
13007,Industrial Logistics Ppty Tr,ILPT,456237106,,False
13008,Liberty Oilfield Services Inc,LBRT,53115L104,,False
13009,Platinum Eagle Acq Corp.,EAGLU,G7126L10,,False
13010,One Madison Corp,OMADU,G6772P118,,False
13011,ADT Inc,ADT,00090Q103,,False
13012,AmeriCold Realty Trust,COLD,03064D108,,False
13013,Nine Energy Service Inc,NINE,65441V101,,False
13015,Pagseguro Digital Ltd.,PAGS,G68707101,,False
13016,Eyenovia Inc,EYEN,30234E104,,False
13017,Gates Industrial Corp Plc,GTES,G3910810,,False
13018,Menlo Therapeutics Inc,MNLO,586858102,,False
13019,Armo Biosciences Inc,ARMO,04225U104,,False
13020,Playags Inc,AGS,72814N104,,False
13021,Solid Biosciences LLC,SLDB,83422E105,,False
13022,resTORbio Inc,TORC,76133L103,,False
13023,Mtech Acq Corp,MTECU,55378W10,,False
13024,Corporacion America Airports,CAAP,L1995B10,,False
13025,Hudson Ltd.,HUD,G4640810,,False
13026,One Stop Systems Inc,OSS,68247W109,,False
13027,Sol-Gel Technologies Ltd,SLGL,M8694L10,,False
13028,VICI Properties Inc,VICI,925652109,,False
13029,iPic Entertainment Inc,IPIC,46263D106,,False
13030,FTS International LLC,FTSI,30283w104,,False
13031,Cactus Inc,WHD,127203107,,False
13032,Evolus Inc,EOLS,30052C107,,False
13033,Huami Corp,HMI,44331K103,,False
13034,Mudrick Capital Acquisition,MUDSU,624745204,,False
13035,Victory Capital Holdings Inc,VCTR,92645B103,,False
13036,Cardlytics Inc,CDLX,14161W105,,False
13037,Quintana Energy Services Inc,QES,74875T103,,False
13038,Leo Holdings Corp,LHC.U,G5463L10,,False
13039,Motus GI Holdings Inc,MOTS,62014P108,,False
13041,Farmmi Inc,FAMI,G3327710,,False
13042,Union Acq Corp,LTN.U,G9366W10,,False
13043,Bioxcel Therapeutics Inc,BTAI,09075P105,,False
13044,Bridgewater Bancshares Inc,BWB,108621103,,False
13046,Arcus Biosciences Inc,RCUS,03969F109,,False
13047,Senmiao Technology Ltd,AIHS,817225105,,False
13049,Zscaler Inc,ZS,98980G102,,False
13050,Golden Bull Ltd,DNJR,G4027R10,,False
13051,Dropbox Inc,DBX,26210C104,,False
13052,Sunlands Online Education Grp,STG,86740P108,,False
13053,Greentree Hospitality Grp,GHG,39579V10,,False
13054,Bilibili Inc,BILI,090040106,,False
13055,Homology Medicines Inc,FIXX,438083107,,False
13056,Onesmart International,ONE,68276W103,,False
13057,Beijing Iqiyi Tech Co Ltd,IQ,46267X108,,False
13058,Genprex,GNPX,372446104,,False
13059,Unum Therapeutics Inc,UMRX,903214104,,False
13060,Spotify Technology S.A.,SPOT,L8681T102,,False
13061,Zuora Inc,ZUO,98983V10,,False
13063,AGM Group Holdings Inc,AGMH,G0132V10,,False
13064,GrafTech International Ltd,EAF,384313508,,False
13065,Surface Oncology Inc,SURF,86877M100,,False
13066,Level One Bancorp Inc,LEVL,52730D208,,False
13067,Pivotal Software,PVTL,72582H107,,False
13068,Ceridian HCM Holding Inc.,CDAY,15677J108,,False
13069,nLIGHT Inc,LASR,65487K10,,False
13070,DocuSign Inc,DOCU,256163106,,False
13071,Goosehead Insurance Inc,GSHD,38267D109,,False
13072,Smartsheet Inc,SMAR,83200N103,,False
13073,Xspand Products Lab Inc,XSPL,984163105,,False
13074,Jerash Holdings US Inc,JRSH,47632P10,,False
13075,Permrock Royalty Trust,PRT,714254109,,False
13076,Inspire Medical Systems Inc,INSP,457730109,,False
13077,UNITY Biotechnology Inc,UBX,91381U101,,False
13078,BayCom,BCML,07272M107,,False
13079,Carbon Black Inc,CBLK,14081R103,,False
13080,Construction Partners Inc,ROAD,21044C107,,False
13081,Spirit of Texas Bancshares Inc,STXB,84861D103,,False
13082,Evelo Biosciences Inc,EVLO,299734103,,False
13083,Origin Bancorp Inc,OBNK,68621T102,,False
13084,Axa Equitable Holdings Inc,EQH,054561105,,False
13085,Huya Inc,HUYA,44852D108,,False
13086,Trinity Merger Corp,TMCXU,89653L10,,False
13087,VectoIQ Acquisition Corp,VTIQU,92243N10,,False
13088,Pluralsight Inc,PS,72941B106,,False
13089,Evo Payments INC,EVOP,26927E104,,False
13090,CLPS Inc,CLPS,G3164210,,False
13091,GreenSky Inc,GSKY,39572G100,,False
13092,Kiniksa Pharmaceuticals LTD,KNSA,G5269C10,,False
13093,Scholar Rock Holding Corp,SRRK,80706P10,,False
13094,Iterum Therapeutics PLC,ITRM,G6333L10,,False
13096,Hancock Jaffe Laboratories,HJLI,41015N106,,False
13097,Meiragtx Holdings Plc,MGTX,G59665102,,False
13098,Far Point Acquisition Corp,FPAC.,30734W208,,False
13099,Charah Solutions Inc,CHRA,15957P10,,False
13100,US Xpress Enterprises Inc,USX,90338N202,,False
13101,Avalara Inc,AVLR,05338G106,,False
13102,Puxin Ltd,NEW,74704P108,,False
13103,Verrica Pharmaceuticals Inc,VRCA,92511W108,,False
13104,Thunder Bridge Acq Ltd,TBRGU,G8857R10,,False
13105,Eidos Therapeutics Inc,EIDX,28249H10,,False
13106,Lf Capital Acquisition Corp,LFACU,50200K10,,False
13107,Twelve Seas Investment Co,TWLVU,G9145A10,,False
13108,AVROBIO Inc,AVRO,05455M100,,False
13109,Aptinyx Inc,APTX,03836N103,,False
