,offer date,IPO name,CUSIP
11131,03/20/2007,Cheniere Energy Partners LP,16411Q101
11132,03/20/2007,China Opportunity Acquisition,16941S205
11133,03/21/2007,Glu Mobile Inc,379890106
11134,03/22/2007,Castlepoint Holdings Ltd,148553100
11135,03/23/2007,Alpha Security Group Corp,02078A209
11136,03/23/2007,GSC Investment Corp,362493108
11137,03/26/2007,Aruba Networks Inc,043176106
11138,03/27/2007,Blackrock Global Eq Inc Trust,09255D104
11139,03/27/2007,Evergreen Global Dividend,30024H101
11140,03/27/2007,First Trust Strategic High III,33735C106
11141,03/27/2007,ING Asia Pacific High Dividend,44983J109
11142,03/27/2007,Santa Monica Media Corp,802501106
11143,03/27/2007,eTelecare Global Solutions,29759R102
11144,03/28/2007,GSI Technology Inc,36241U106
11145,03/28/2007,Nuveen Core Equity Alpha Fund,67090X107
11146,03/28/2007,SenoRx Inc,81724W104
11147,03/29/2007,Capital Product Partners LP,Y11082107
11148,03/29/2007,Flagstone Reinsurance Holdings,G3529T105
11149,03/29/2007,Super Micro Computer Inc,86800U104
11150,04/04/2007,Veraz Networks Inc,923359103
11151,04/11/2007,Tailwind Financial Inc,874023203
11152,04/12/2007,Comverge Inc,205859101
11153,04/17/2007,MBF Healthcare Acquisition,552650202
11154,04/18/2007,MetroPCS Communications Inc,591708102
11155,04/19/2007,China Healthcare Acquisition,16939Q104
11156,04/19/2007,Pennantpark Investment Corp,708062104
11157,04/19/2007,Pinpoint Advance Corp,723513107
11158,04/19/2007,Simcere Pharmaceutical Group,82859P104
11159,04/19/2007,Superior Offshore Intl Inc,86825Q104
11160,04/23/2007,Cinemark Holdings Inc,17243V102
11161,04/23/2007,Morgan Stanley Emerging,617477104
11162,04/24/2007,OceanFreight Inc,Y64202107
11163,04/24/2007,Victory Acquisition Corp,92644D100
11164,04/25/2007,Alpine Global Premier Prop,02083A103
11165,04/25/2007,Edenor,29244A102
11166,04/25/2007,Nuveen Multi-Currency Short,67090N109
11167,04/25/2007,Orexigen Therapeutics Inc,686164104
11168,04/25/2007,Vector Intersect Security,92241V206
11169,04/26/2007,Pharmasset Inc,71715N106
11170,05/01/2007,Cavium Networks Inc,14965A101
11171,05/01/2007,Neurogesx Inc,641252101
11172,05/02/2007,Acorn International Inc,004854105
11173,05/02/2007,Qiao Xing Mobile Commun,G73031109
11174,05/04/2007,Interactive Brokers Group,45841N107
11175,05/08/2007,Tomotherapy Incorporated,890088107
11176,05/09/2007,AECOM Technology Corp,00766T100
11177,05/10/2007,Biodel Inc,09064M105
11178,05/10/2007,JMP Group Inc,46629U107
11179,05/10/2007,Solera Holdings Inc,83421A104
11180,05/14/2007,Continental Resources Inc,212015101
11181,05/14/2007,Insulet Corp,45784P101
11182,05/14/2007,Pinnacle Gas Resources Inc,723464301
11183,05/15/2007,Skilled Healthcare Group Inc,83066R107
11184,05/16/2007,CAI Int Inc,12477X106
11185,05/16/2007,Eurand NV,N31010106
11186,05/16/2007,TechTarget Inc,87874R100
11187,05/17/2007,China Sunergy Co Ltd,16942X104
11188,05/17/2007,EnerNOC Inc,292764107
11189,05/17/2007,TriMas Corp,896215209
11190,05/18/2007,Columbus Acquisition Corp,198851107
11191,05/21/2007,Arcade Acquisition Corp,038798203
11192,05/22/2007,RSC Holdings Inc,74972L102
11193,05/22/2007,Sirtris Pharmaceuticals Inc,82968A105
11194,05/23/2007,Helicos BioSciences Corp,42326R109
11195,05/23/2007,Transtech Services Partners,89388R105
11196,05/24/2007,Advent/Claymore Global Conv,00764C109
11197,05/24/2007,Blackrock Int Growth And Inc,
11198,05/24/2007,Dow 30 Enh Prem & Inc,260537105
11199,05/24/2007,Greenlight Capital Re Ltd,39536R200
11200,05/24/2007,Seligman LaSalle Int Real,81634A101
11201,05/24/2007,Shermen WSC Acquisition Corp,824197206
11202,05/24/2007,Vantage Energy Services Inc,92209F201
11203,05/25/2007,Clean Energy Fuels Corp,184499101
11204,05/25/2007,First Trust/Gallatin Specialty,33733G109
11205,05/25/2007,Pioneer Diversified High,723653101
11206,05/25/2007,RMR Asia Real Estate Fund,74964Q101
11207,05/30/2007,Amicus Therapeutics Inc,03152W109
11208,05/31/2007,Jazz Pharmaceuticals Inc,472147107
11209,05/31/2007,LDK Solar Co Ltd,50183L107
11210,05/31/2007,Stoneleigh Partners Acquisitn,861923209
11211,06/05/2007,Starent Networks Corp,85528P108
11212,06/06/2007,Infinera Corp,45667G103
11213,06/06/2007,Response Genetics Inc,76123U105
11214,06/07/2007,Apex Bioventures Acquisition,03753Q204
11215,06/07/2007,FBR Capital Markets Corp,30247C301
11216,06/07/2007,Limelight Networks Inc,53261M104
11217,06/07/2007,Yingli Green Energy Holding Co,98584B103
11218,06/12/2007,Bway Holding Co,12429T104
11219,06/14/2007,Biofuel Energy Corp,09064Y109
11220,06/18/2007,Advanced Technology Acquisitn,007556301
11221,06/18/2007,China Shenghuo Pharmaceutical,16941X105
11222,06/19/2007,Aldabra 2 Acquisition Corp,01408A202
11223,06/19/2007,GABELLI HEALTHCARE & WELLNESS,36246K10
11224,06/21/2007,Blackstone Group LP,09253U108
11225,06/21/2007,China Discovery Acquisition,G2112B125
11226,06/22/2007,Care Investment Trust Inc,141657106
11227,06/25/2007,GSC Acquisition Co,40053G106
11228,06/26/2007,AuthenTec Inc,052660107
11229,06/26/2007,BlackRock Kelso Capital Corp,092533108
11230,06/26/2007,Calamos Global Dynamic,12811L107
11231,06/26/2007,Comscore Inc,20564W105
11232,06/26/2007,DWS RREEF World Real Est & Tac,23339T100
11233,06/26/2007,Data Domain Inc,23767P109
11234,06/26/2007,Delaware Enhanced Global Div,246060107
11235,06/26/2007,MLP & Strategic Equity,55312N106
11236,06/26/2007,NUVEEN TAX ADVANTAGE DIV GRTH,67073G10
11237,06/26/2007,Spectra Energy Partners LP,84756N109
11238,06/26/2007,Spreadtrum Communications Inc,849415203
11239,06/26/2007,Van Kampen Dynamic Credit,921166104
11240,06/27/2007,Dividend Capital Strategic,25537X106
11241,06/27/2007,Polypore International Inc,73179V103
11242,06/27/2007,Pros Holdings Inc,74346Y103
11243,06/27/2007,Vaughan Foods Inc,92241M107
11244,06/28/2007,Bridgeline Software Inc,10807Q205
11245,06/29/2007,Alyst Acquisition Corp,02263A204
11246,07/02/2007,ShoreTel Inc,825211105
11247,07/17/2007,Dice Holdings Inc,253017107
11248,07/17/2007,"Encore Bancshares,Houston,TX",29255V201
11249,07/17/2007,SemGroup Energy Partners LP,81662W108
11250,07/18/2007,Limco-Piedmont Inc,53261T109
11251,07/18/2007,MF Global Ltd,G60642108
11252,07/18/2007,Netezza Corp,64111N101
11253,07/19/2007,Airvana Inc,00950V101
11254,07/19/2007,China Fortune Acquisition,G21098127
11255,07/19/2007,KBL Healthcare Acquisition,48241N107
11256,07/19/2007,Orbitz Worldwide Inc,68557K109
11257,07/19/2007,hhgregg Inc,42833L108
11258,07/24/2007,BladeLogic Inc,09265M102
11259,07/24/2007,Monotype Imaging Holdings Inc,61022P100
11260,07/24/2007,Rex Energy Corp,761565100
11261,07/24/2007,Validus Holdings Ltd,91915WAA0
11262,07/25/2007,ImaRx Therapeutics Inc,45248L308
11263,07/25/2007,Perfect World Co Ltd,71372U104
11264,07/25/2007,Voltaire Ltd,M97613109
11265,07/26/2007,CLAYMORE GUGGENHEIM STRAT OPP,18385X10
11266,07/26/2007,COHEN & STEERS GLBL INC BLDR I,19248M10
11267,07/26/2007,Eaton Vance Risk-Managed Div,27829G106
11268,07/27/2007,Lululemon Athletica Inc,550021109
11269,08/01/2007,Alternative Asset Management,02149U200
11270,08/01/2007,Dolan Media Co,25659P402
11271,08/01/2007,Genpact Ltd,G3922B107
11272,08/02/2007,Concho Resources Inc,20605P101
11273,08/02/2007,Sucampo Pharmaceuticals Inc,864909106
11274,08/02/2007,Virtusa Corp,92827P102
11275,08/06/2007,Quicksilver Gas Services LP,74839G106
11276,08/07/2007,E-House(China)Holdings Ltd,26852W103
11277,08/07/2007,HireRight Inc,433538105
11278,08/07/2007,Masimo Corp,574795100
11279,08/08/2007,DemandTec Inc,24802R506
11280,08/08/2007,WuXi PharmaTech(Cayman)Inc,929352102
11281,08/09/2007,Horsehead Holding Corp,440694305
11282,08/09/2007,Mercadolibre Inc,58733R102
11283,08/09/2007,Paragon Shipping Inc,69913R309
11284,08/13/2007,VMware Inc,928563402
11285,08/27/2007,Cushing MLP Total,231631102
11286,09/04/2007,InterAmerican Acq Grp Inc,458396108
11287,09/10/2007,Cornerstone Prog Return Fund,21925C101
11288,09/11/2007,Encore Energy Partners LP,29257A106
11289,09/19/2007,athenahealth Inc,04685W103
11290,09/20/2007,First Trust Act Div Income,33731L100
11291,09/24/2007,Seanergy Maritime Corp,Y73760103
11292,09/25/2007,Blackrock Ecosolutions Inv,092546100
11293,09/25/2007,ING International High Div,45684Q100
11294,09/25/2007,JOHN HANCOCK TAX ADV GLBL SH Y,41013P74
11295,09/25/2007,Nicholas-Applegate Global Eq,65370L108
11296,09/26/2007,Babcock & Brown Air Ltd,05614P101
11297,09/27/2007,Duff & Phelps Corp,26433B107
11298,09/28/2007,China Architectural,16937S102
11299,09/28/2007,Hicks Acquisition Co I Inc,429086309
11300,10/02/2007,Constant Contact Inc,210313102
11301,10/03/2007,Highlands Acquisition Corp,430880203
11302,10/03/2007,Inter-Atlantic Financial,45890H209
11303,10/04/2007,China Dig TV Hldg Co Ltd,16938G107
11304,10/04/2007,FMG Acquisition Corp,34410L106
11305,10/04/2007,MAP Pharmaceuticals Inc,56509R108
11306,10/04/2007,Main Street Capital Corp,56035L104
11307,10/09/2007,Compellent Technologies Inc,20452A108
11308,10/09/2007,Targanta Therapeutics Corp,87612C100
11309,10/09/2007,Textainer Grp Hldg Ltd,G8766E109
11310,10/10/2007,SP Acquisition Holdings Inc,78470A104
11311,10/10/2007,"Virgin Mobile USA, Inc",92769R108
11312,10/16/2007,Stone Tan China Acq Corp,861752202
11313,10/16/2007,Trans1 Inc,89385X105
11314,10/17/2007,Global BPO Services,378981203
11315,10/17/2007,NRDC Acquisition Corp,62941R201
11316,10/18/2007,DuPont Fabros Tech Inc,26613Q106
11317,10/18/2007,Maxcom Telecomunicaciones SA,57773A508
11318,10/18/2007,Noah Education Hldg Ltd,65487R303
11319,10/18/2007,TM Entertainment and Media,87260T207
11320,10/22/2007,CVR Energy Inc,12662P108
11321,10/22/2007,Triplecrown Acquisition Corp,89677G208
11322,10/23/2007,Fuqi International Inc,36102A207
11323,10/23/2007,Longtop Finl Tech Ltd,54318P108
11324,10/23/2007,Vanguard Natural Resources LLC,92205F106
11325,10/24/2007,FGX Int Holdings Ltd,G3396L102
11326,10/24/2007,Pzena Investment Management,74731Q103
11327,10/24/2007,Secure America Acq Corp,81372L202
11328,10/24/2007,Ulta Salon Cosmetic Fragrance,90384S303
11329,10/25/2007,Novabay Pharmaceuticals Inc,66987P102
11330,10/25/2007,Power Med Interventions Inc,739299105
11331,10/29/2007,Genoptix Inc,37243V100
11332,10/30/2007,012 Smile.Communications Ltd,M98939107
11333,10/30/2007,CNinsure Inc,18976M103
11334,10/31/2007,Giant Interactive Group Inc,374511103
11335,11/01/2007,Deltek Inc,24784L105
11336,11/01/2007,Nanosphere Inc,63009F105
11337,11/01/2007,Neutral Tandem Inc,64128B108
11338,11/01/2007,SoundBite Communications Inc,836091108
11339,11/05/2007,SandRidge Energy Inc,80007P109
11340,11/06/2007,AirMedia Group Inc,009411109
11341,11/06/2007,BioForm Medical Inc,09065G107
11342,11/06/2007,Golden Pond Heathcare,38116J208
11343,11/07/2007,ARYx Therapeutics Inc,043387109
11344,11/07/2007,Agria Corp,00850H103
11345,11/07/2007,Approach Resources Inc,03834A103
11346,11/07/2007,Enterprise Acquisition Corp,29365R207
11347,11/07/2007,ICx Technologies Inc,44934T105
11348,11/08/2007,American Public Education Inc,02913V103
11349,11/08/2007,Capitol Acquisition Corp,14055E10
11350,11/08/2007,China Nepstar Chain Drugstore,16943C109
11351,11/08/2007,Ensign Group Inc,29358P101
11352,11/08/2007,Lumber Liquidators Inc,55003Q103
11353,11/08/2007,OSG America LP,671028108
11354,11/08/2007,Quest Energy Partners LP,74836B209
11355,11/12/2007,2020 ChinaCap Acquirco,90212G208
11356,11/12/2007,Heckmann Corp,422680207
11357,11/12/2007,Navios Maritime Partners LP,Y62267102
11358,11/13/2007,Och-Ziff Cap Mgmt Grp LLC,67551U105
11359,11/14/2007,EnergySolutions Inc,292756202
11360,11/14/2007,EnteroMedics Inc,29365M109
11361,11/14/2007,MSCI Inc,55354G100
11362,11/14/2007,Prospect Acquisition Corp,74347T202
11363,11/14/2007,Virtual Radiologic Corp,92826B104
11364,11/15/2007,3PAR Inc,88580F109
11365,11/15/2007,Chimera Inv Corp,16934Q109
11366,11/15/2007,El Paso Pipeline Partners LP,283702108
11367,11/15/2007,Nuveen Mun High Inc Opp Fd 2,670683101
11368,11/15/2007,Rubicon Technology Inc,78112T107
11369,11/16/2007,China Hldngs Acqstn Corp,16942N205
11370,11/16/2007,Internet Brands Inc,460608102
11371,11/19/2007,Ideation Acquisition,451665202
11372,11/19/2007,SuccessFactors Inc,864596101
11373,11/20/2007,Global Consumer Acquisition,378983209
11374,11/28/2007,PIMCO Income Opportunity Fund,72202B100
11375,11/30/2007,Camden Learning Corp,132863127
11376,11/30/2007,North Shore Acquisition,662316108
11377,12/06/2007,Entropic Communications Inc,29384R105
11378,12/06/2007,Global Brands Acquisition Corp,378982201
11379,12/06/2007,Liberty Acq Hldgs Corp,53015Y107
11380,12/06/2007,Titan Machinery Inc,88830R101
11381,12/06/2007,Tremisis Energy Acq Corp II,89472N200
11382,12/06/2007,Triple-S Management Corp,896749108
11383,12/06/2007,VisionChina Media Inc,92833U103
11384,12/06/2007,WSP Holdings Ltd,92934F104
11385,12/10/2007,Cardtronics Inc,14161H108
11386,12/10/2007,ChinaEdu Corp,16945L107
11387,12/11/2007,United Refining Energy,911360204
11388,12/11/2007,VanceInfo Technologies Inc,921564100
11389,12/11/2007,Xinyuan Real Estate Co Ltd,98417P105
11390,12/12/2007,K12 Inc,48273U102
11391,12/12/2007,MedAssets Inc,584045108
11392,12/12/2007,Teekay Tankers Ltd,Y8565N102
11393,12/13/2007,Intellon Corp,45816W504
11394,12/13/2007,Memsic Inc,586264103
11395,12/14/2007,Gulfstream Int Grp Inc,402738108
11396,12/18/2007,Gushan Environmental Energy,40330W106
11397,12/18/2007,Orion Energy Systems Inc,686275108
11398,12/18/2007,RMR Dividend Capture Fund,76970L109
11399,12/19/2007,NetSuite Inc,64118Q107
11400,01/11/2008,Polaris Acquisition Corp,73104R201
11401,01/16/2008,Asia Special Situation Acq,
11402,01/17/2008,SAPPHIRE INDUSTRIALS CORP,80306T208
11403,01/17/2008,Sports Prop Acq Corp,84920F107
11404,01/17/2008,Williams Pipeline Partners LP,96950K103
11405,01/23/2008,Trian Acq I Corp,89582E207
11406,01/24/2008,Atlas Acq Hldg Corp,049162209
11407,01/24/2008,RiskMetrics Group Inc,767735103
11408,01/25/2008,IPC The Hospitalist Co Inc,44984A105
11409,01/28/2008,ATA Inc,00211V106
11410,01/28/2008,Blackrock Def Opp Cred Tr,09255Q105
11411,01/29/2008,Cascal NV,N1842P10
11412,01/30/2008,Overture Acquisition,
11413,02/08/2008,BBV Vietnam SEA Acq Corp,Y0764A114
11414,02/12/2008,Asia Time Corporation,
11415,02/14/2008,ArcSight Inc,039666102
11416,02/14/2008,GHL Acquisition Corp,36172H108
11417,02/14/2008,MAKO Surgical Corp,560879108
11418,02/19/2008,Bioheart Inc,09062F201
11419,02/26/2008,BPW Acquisition Corp,055637201
11420,02/27/2008,Spring Creek Acquisition Corp,G8374R104
11421,03/07/2008,Hambrecht Asia Acq Corp,406548107
11422,03/11/2008,Heritage-Crystal Clean Inc,42726M106
11423,03/18/2008,CardioNet Inc,14159L103
11424,03/19/2008,Healthy Fast Food Inc,42223Y207
11425,03/19/2008,Visa Inc,92826C839
11426,04/21/2008,Intrepid Potash Inc,46121Y102
11427,04/22/2008,American Water Works Co Inc,030420103
11428,04/24/2008,Hatteras Financial Corp,41902R103
11429,04/24/2008,Whiting USA Trust I,966389108
11430,04/30/2008,Pioneer SW Energy Ptnrs LP,72388B106
11431,05/07/2008,Colfax Corp,194014106
11432,05/08/2008,Real Goods Solar Inc,75601N104
11433,05/08/2008,Western Gas Partners LP,958254104
11434,05/14/2008,American Capital Agency Corp,02503X105
11435,05/14/2008,Verso Paper Corp,92531L108
11436,05/15/2008,China Fundamental Acq Corp,
11437,05/28/2008,Safe Bulkers Inc,Y7388L103
11438,06/11/2008,Fifth Street Finance Corp,31678A103
11439,06/18/2008,Britannia Bulk Holdings,Y0971E107
11440,06/18/2008,RHI Entertainment Inc.,74957T104
11441,06/19/2008,Hong Kong Highpower Tech Inc,43858B108
11442,06/26/2008,Navios Maritime Acq Corp,Y62159127
11443,07/01/2008,Energy Recovery Inc,29270J100
11444,07/23/2008,GT Solar International Inc,3623E0209
11445,07/23/2008,North Asia Investment Corp,G66202105
11446,07/29/2008,China Distance Educ Hldgs Ltd,16944W104
11447,08/04/2008,China Mass Med Int Adv Corp,169418100
11448,08/07/2008,Rackspace Hosting Inc,750086100
11449,08/11/2008,CS China Acquisition Corp,257831200
11450,08/12/2008,Chardan 2008 China Acq Corp,G8977T127
11451,08/22/2008,Morgan Stanley Frontier Inc,61757P101
11452,11/20/2008,Grand Canyon Education,38526M106
11453,01/28/2009,Hibernia Homestead Bancorp Inc,42866N104
11454,02/10/2009,Mead Johnson Nutrition Co,582839106
11455,02/24/2009,Nuveen Municipal Value Fund 2,670695105
11456,03/12/2009,NIVS IntelliMedia Tech Gp Inc,62914U108
11457,03/26/2009,Western Asset Mun Defined Opp,95768A109
11458,04/01/2009,Changyou.com Ltd,15911M107
11459,04/14/2009,Bridgepoint Education Inc,10807M105
11460,04/15/2009,Rosetta Stone Inc,777780107
11461,04/27/2009,Nuveen Calif Muni Value Fd2,6706EB106
11462,04/27/2009,Nuveen New Jersey Muni Value,670702109
11463,04/27/2009,Nuveen New York Muni Value 2,670706100
11464,04/27/2009,Nuveen Pennsyl Muni Value,67074K105
11465,05/13/2009,DigitalGlobe Inc,25389M877
11466,05/19/2009,SolarWinds Inc,83416B109
11467,05/21/2009,OpenTable Inc,68372A104
11468,05/26/2009,Eaton Vance Natl Municipal Opp,27829L105
11469,06/02/2009,Government Properties Income,38376A103
11470,06/11/2009,Cypress Sharpridge Investments,23281A307
11471,06/23/2009,ChemSpec International Ltd,163868102
11472,06/24/2009,Duoyuan Global Water Inc,266043108
11473,06/24/2009,Medidata Solutions Inc,58471A105
11474,06/25/2009,Invesco Mortgage Capital Inc,46131B100
11475,06/25/2009,Wstn Asset Invest Grade Define,95790A101
11476,06/30/2009,LogMeIn Inc,54142L109
11477,07/13/2009,Territorial Bancorp Inc,88145X108
11478,07/29/2009,Pennymac Mtg Invest Tr,70931T103
11479,07/29/2009,Recon Technology Ltd,G7415M108
11480,07/29/2009,Tortoise Power & Energy,89147X104
11481,08/05/2009,Avago Technologies Ltd,Y0486S10
11482,08/05/2009,CDC Software Corp,12507Y108
11483,08/10/2009,Cumberland Pharmaceuticals Inc,230770109
11484,08/11/2009,Emdeon Inc,29084T104
11485,08/11/2009,Starwood Property Trust Inc,85571B105
11486,09/04/2009,Lihua International Inc,53235210
11487,09/09/2009,Tri-Tech Holding Inc,G9103F10
11488,09/16/2009,CreXus Investment Corp,226553105
11489,09/23/2009,A123 Systems Inc,03739T108
11490,09/23/2009,Apollo Coml RE Fin Inc,03762U105
11491,09/23/2009,Artio Global Investors Inc,04315B107
11492,09/23/2009,Colony Financial Inc,19624R106
11493,09/23/2009,Vitacost.com Inc,92847A200
11494,09/24/2009,Nuveen Enhanced Municipal,67074M101
11495,09/24/2009,Shanda Games Ltd,81941U105
11496,09/25/2009,Select Medical Holdings Corp,81619Q105
11497,09/30/2009,Talecris Biotherapeutics Hldg,874227101
11498,10/01/2009,Echo Global Logistics Inc,27875T101
11499,10/01/2009,Education Management Corp,28140M103
11500,10/06/2009,Banco Santander Brasil SA,05967A107
11501,10/06/2009,Verisk Analytics Inc,92345Y106
11502,10/07/2009,Mistras Group Inc,60649T107
11503,10/07/2009,Omeros Corp,682143102
11504,10/12/2009,RailAmerica Inc,75075340
11505,10/16/2009,China Real Estate Information,16948Q103
11506,10/16/2009,Penn Millers Holding Corp,707561106
11507,10/20/2009,AGA Medical Holdings Inc,008368102
11508,10/20/2009,ZST Digital Networks Inc,98878T20
11509,10/22/2009,Dole Food Co Inc,256603101
11510,10/27/2009,Addus Homecare Corp,006739106
11511,10/27/2009,Vitamin Shoppe Inc,92849E101
11512,11/05/2009,Ancestry.com,032803108
11513,11/05/2009,Hyatt Hotels Corp,448579102
11514,11/06/2009,Duoyuan Printing,26605B109
11515,11/06/2009,STR Holdings Inc,78478V100
11516,11/13/2009,Dollar General Corp,256677105
11517,11/13/2009,rue21,781295100
11518,11/18/2009,Fortinet Inc,34959E10
11519,11/20/2009,7 Days Group Holdings Ltd,81783J10
11520,11/20/2009,Archipelago Learning,03956P102
11521,11/20/2009,Cloud Peak Energy,18911Q102
11522,11/20/2009,Global Defense Tech & Systems,37950B107
11523,11/23/2009,Western Asset Global Corporate,95790C107
11524,11/24/2009,Nuveen Mortgage Opportunity,670735109
11525,11/24/2009,Seligman Premium Technology,81634U107
11526,12/09/2009,Pebblebrook Hotel Trust,70509V100
11527,12/10/2009,China Nuokang Bio-Pharmac,16949B113
11528,12/11/2009,Concord Medical Services Ltd,206277105
11529,12/11/2009,Kar Auction Services,48238T109
11530,12/16/2009,Cobalt International Energy,19075F106
11531,12/16/2009,Team Health Holdings,87817A107
11532,12/17/2009,Kraton Performance Polymers,50077C106
11533,01/06/2010,Athens Bancshares Corp,04704210
11534,01/21/2010,Cellu Tissue Holdings Inc,15116910
11535,01/21/2010,Chesapeake Lodging Trust,16524010
11536,01/21/2010,OmniAmerican Bancorp Inc,68216R10
11537,01/21/2010,Symetra Financial Corp,87151Q10
11538,01/22/2010,OBA Financial Services Inc,67424G10
11539,01/25/2010,China Hydroelectric Corp,16949D10
11540,01/26/2010,Andatee China Marine Fuel Svcs,67086W10
11541,01/26/2010,Federated Enhanced Treasury,31416210
11542,01/26/2010,ING Infrastructure Industrials,45685U100
11543,01/27/2010,IFM Investments Ltd,45172L10
11544,01/29/2010,China Electric Motor Inc,16890A10
11545,02/02/2010,Ironwood Pharmaceuticals Inc,46333X10
11546,02/08/2010,Solar Capital Ltd,83413U10
11547,02/09/2010,Terreno Realty Corp,88146M10
11548,02/10/2010,Generac Holdings Inc,36873610
11549,02/10/2010,Graham Packaging Co Inc,38470110
11550,02/10/2010,QuinStreet Inc,74874Q10
11551,02/16/2010,Midas Medici Grp Hldg Inc,59564J10
11552,02/23/2010,NUVEEN MORTGAGE OPP TM FD 2,67074R10
11553,02/23/2010,Western Ast Mtg Defined Oppor,95790B10
11554,03/01/2010,Anthera Pharmaceuticals Inc,03674U10
11555,03/09/2010,Baltic Trading Ltd,Y0553W10
11556,03/10/2010,Sensata Tech Hldg NV,N7902X10
11557,03/11/2010,AVEO Pharmaceuticals Inc,05358810
11558,03/11/2010,Crude Carriers Corp,Y1820X10
11559,03/15/2010,Financial Engines Inc,31748510
11560,03/23/2010,First Interstate BancSystem In,32055Y20
11561,03/23/2010,MaxLinear Inc,57776J10
11562,03/24/2010,Calix Inc,13100M50
11563,03/24/2010,CorMedix Inc,21900C10
11564,03/25/2010,China Lodging Group Ltd,16949N10
11565,03/30/2010,Meru Networks Inc,59047Q10
11566,03/30/2010,SS&C Technologies Hold,78467J10
11567,03/30/2010,Scorpio Tankers Inc,Y7542C10
11568,03/31/2010,Primerica Inc,74164M10
11569,04/08/2010,Metals USA Holdings Corp,59132A10
11570,04/09/2010,Tengion Inc,88034G10
11571,04/14/2010,Golub Capital BDC Inc,38173M10
11572,04/15/2010,Chatham Lodging Trust,16208T10
11573,04/21/2010,DeHaier Medical Systems Ltd,G2701010
11574,04/21/2010,THL Credit Inc,87243810
11575,04/22/2010,Alimera Sciences Inc,01625910
11576,04/22/2010,Codexis Inc,19200510
11577,04/22/2010,DynaVox Inc,26817F10
11578,04/22/2010,Excel Trust Inc,30068C10
11579,04/22/2010,Global Geophysical Services,37946S10
11580,04/22/2010,SPS Commerce Inc,78463M10
11581,04/27/2010,Nuveen Build Amer Bond Term Fu,67074C103
11582,04/29/2010,Alpha & Omega Semiconductor Lt,G6331P104
11583,04/29/2010,Convio Inc,21257W10
11584,04/29/2010,PAA Natural Gas Storage LP,69313910
11585,05/03/2010,S&W Seed Co,78513520
11586,05/04/2010,Charm Communications Inc,16112R10
11587,05/05/2010,Douglas Dynamics Inc,25960R10
11588,05/11/2010,Niska Gas Storage Partners LLC,65467810
11589,05/12/2010,Express Inc,30219E10
11590,05/13/2010,JinkoSolar Holding Co Ltd,47759T10
11591,05/13/2010,Roadrunner Transporttn Systems,76973Q10
11592,05/13/2010,TeleNav Inc,87945510
11593,05/14/2010,Kingtone Wirelessinfo Solution,
11594,05/14/2010,Noranda Aluminum Holding Corp,65542W10
11595,05/20/2010,57th Gen Acquisition Corp,31681611
11596,05/20/2010,Accretive Health Inc,00438V10
11597,05/20/2010,ReachLocal Inc,75525F10
11598,05/25/2010,Blackstone/GSO Senior Floating,09256U10
11599,06/10/2010,China New Borun Corp,16890T105
11600,06/14/2010,CBOE Holdings Inc,12503M10
11601,06/16/2010,BroadSoft Inc,11133B40
11602,06/16/2010,Higher One Holdings Inc,42983D10
11603,06/16/2010,Oasis Petroleum Inc,67421510
11604,06/17/2010,China Intelligent Lighting & E,16890G10
11605,06/17/2010,Motricity Inc,62010710
11606,06/21/2010,Vringo Inc,92911N20
11607,06/23/2010,Hudson Pacific Properties Inc,44409710
11608,06/24/2010,ClearBridge Energy MLP Fund,18469210
11609,06/24/2010,Eaton Vance Tax-Advantaged Bon,27829M103
11610,06/24/2010,Fabrinet,G3323L10
11611,06/28/2010,Tesla Motors Inc,88160R10
11612,06/29/2010,HiSoft Tech Intl Ltd,43358R10
11613,07/01/2010,AutoNavi Hldg Ltd,05330F10
11614,07/01/2010,ECA Marcellus Trust I,26827L10
11615,07/06/2010,Peoples Federal Bancshares Inc,71103710
11616,07/07/2010,Southern Products Inc,
11617,07/13/2010,Oxford Resource Partners LP,69180710
11618,07/15/2010,Qlik Technologies Inc,74733T10
11619,07/15/2010,RealD Inc,75604L10
11620,07/20/2010,Camelot Info Sys Inc,13322V10
11621,07/20/2010,Tianli Agritech Inc,
11622,07/21/2010,Ameresco Inc,02361E10
11623,07/21/2010,Green Dot Corp,39304D10
11624,07/27/2010,Tortoise MLP Fund Inc,89148B10
11625,07/28/2010,Chesapeake Midstream Ptrs LP,16524K10
11626,07/28/2010,Envestnet Inc,29404K10
11627,07/29/2010,Molycorp Inc,60875310
11628,08/02/2010,Trius Therapeutics Inc,89685K10
11629,08/03/2010,Varca Ventures Inc,92212010
11630,08/04/2010,Ambow Education Holding Ltd,02322P10
11631,08/04/2010,Gordmans Stores Inc,38269P10
11632,08/05/2010,IntraLinks Holdings Inc,46118H10
11633,08/05/2010,NXP Semiconductors NV,N6596X10
11634,08/05/2010,NuPathe Inc,67059M10
11635,08/10/2010,China Kanghui Holdings,16890V10
11636,08/10/2010,MediaMind Technologies Inc,58449C10
11637,08/11/2010,MakeMyTrip Ltd,V5633W10
11638,08/11/2010,RealPage Inc,75606N10
11639,08/13/2010,Electromed Inc,28540910
11640,08/13/2010,Park Sterling Bank,70086W10
11641,08/25/2010,Whitestone REIT,96608410
11642,08/26/2010,BlackRock Build America Bond,09248X10
11643,08/31/2010,Full Circle Capital Corp,35967110
11644,09/08/2010,Mokita Inc,608456208
