,Unnamed: 0,offer date,IPO name,CUSIP,SPAC IPO 
10956,11059,12/15/2006,Pantheon China Acquisition,698659109,0
10957,11060,12/15/2006,Restaurant Acq Partners Inc,761250208,0
10958,11061,12/15/2006,U.S. BioEnergy,90342V109,0
10959,11062,12/19/2006,Claymont Steel Holdings,18382P104,0
10960,11063,12/19/2006,Fuwei Films (Holdings),G3704F102,0
10961,11064,12/19/2006,Melco PBL Entertainment,585464100,0
10962,11065,12/19/2006,Trina Solar Limited,89628E104,0
10963,11066,12/20/2006,Artes Medical,04301Q100,0
10964,11067,12/20/2006,Dayton Superior,240028308,0
10965,11068,12/20/2006,Shine Media Acquisition Corp,824564108,0
10966,11069,12/20/2006,Solarfun Power Holdings,83415U108,0
10967,11070,12/20/2006,Transforma Acquisition Group,89366E209,0
10968,11071,12/21/2006,Blackrock Preferred and Equity,092508100,0
10969,11072,12/21/2006,Freedom Acquisition Holdings,356329201,0
10970,11073,12/21/2006,Universal Power Group,913788105,0
10971,11074,01/11/2007,Legacy Reserves LP,524707304,0
10972,11075,01/19/2007,MV Oil Trust,553859109,0
10973,11076,01/22/2007,AeroVironment Inc,008073108,0
10974,11077,01/23/2007,Chinagrowth South Acquisition,G21117125,0
10975,11078,01/24/2007,Meruelo Maddux Properties Inc,590473104,0
10976,11079,01/25/2007,Alpine Total Dynamic,021060108,0
10977,11080,01/25/2007,NASDAQ Premium Income & Growth,63110R105,0
10978,11081,01/26/2007,Gabelli Global Deal Fund,36245G103,0
10979,11082,01/26/2007,Oculus Innovative Sciences Inc,67575P108,0
10980,11083,01/29/2007,Renaissance Acquisition Corp,75966C206,0
10981,11084,01/30/2007,Animal Health International,03525N109,0
10982,11085,01/30/2007,Duncan Energy Partners LP,265026104,0
10983,11086,01/30/2007,Employers Holdings Inc,292218104,0
10984,11087,01/30/2007,HFF,40418F108,0
10985,11088,01/30/2007,NTR Acquisition Co,629415209,0
10986,11089,01/31/2007,Information Services Group Inc,45675Y203,0
10987,11090,01/31/2007,Xtent Inc,984141101,0
10988,11091,02/01/2007,Dekania Corp,24488U104,0
10989,11092,02/01/2007,Molecular Insight Pharm Inc,60852M104,0
10990,11093,02/01/2007,Tortoise Capital Resources,89147N304,0
10991,11094,02/05/2007,Cellcom Israel Ltd,M2196U109,0
10992,11095,02/05/2007,Union Street Acquisition Corp,908536105,0
10993,11096,02/06/2007,3SBio Inc,88575Y105,0
10994,11097,02/06/2007,JA Solar Holdings Co Ltd,466090107,0
10995,11098,02/06/2007,Synta Pharmaceuticals Corp,87162T206,0
10996,11099,02/07/2007,Accuray Inc,004397105,0
10997,11100,02/07/2007,Mellanox Technologies Ltd,M51363113,0
10998,11101,02/07/2007,National CineMedia Inc,635309107,0
10999,11102,02/07/2007,Switch And Data Inc,871043105,0
11000,11103,02/08/2007,Fortress Investment Group LLC,34958B106,0
11001,11104,02/08/2007,Targa Resources Partners LP,87611X105,0
11002,11105,02/08/2007,Trans-India Acquisition Corp,893237206,0
11003,11106,02/08/2007,US Auto Parts Networks Inc,90343C100,0
11004,11107,02/09/2007,Optimer Pharmaceuticals Inc,68401H104,0
11005,11108,02/09/2007,VeriChip Corp,92342V105,0
11006,11109,02/12/2007,Geneva Acquisition Corp,37185Y203,0
11007,11110,02/13/2007,Converted Organics Inc,21254S206,0
11008,11111,02/14/2007,OpNext Inc,68375V105,0
11009,11112,02/14/2007,Quadra Realty Trust Inc,746945104,0
11010,11113,02/14/2007,Triangle Capital Corp,895848109,0
11011,11114,02/15/2007,Salary.com Inc,794006106,0
11012,11115,02/21/2007,Highland Distressed Opp. Fund,430067108,0
11013,11116,02/22/2007,Eaton Vance Tax-Managed Global,27829F108,0
11014,11117,02/23/2007,Nicholas-Applegate Eq & Cvt Fd,65370K100,0
11015,11118,02/26/2007,Rosetta Genomics Ltd,782183100,0
11016,11119,03/01/2007,Churchill Ventures Ltd,17157P109,0
11017,11120,03/01/2007,Oceanaut Inc,675227102,0
11018,11121,03/05/2007,Hyde Park Acquisition Corp,448638205,0
11019,11122,03/07/2007,Clearwire Corp,185385309,0
11020,11123,03/07/2007,Symmetry Holdings Inc,871545208,0
11021,11124,03/08/2007,Sourcefire Inc,83616T108,0
11022,11125,03/08/2007,Xinhua Finance Media Ltd,983982109,0
11023,11126,03/09/2007,Media & Entertainment Holdings,58439W108,0
11024,11127,03/14/2007,Bigband Networks Inc,089750509,0
11025,11128,03/15/2007,Tongjitang Chinese Medicines,89025E103,0
11026,11129,03/16/2007,FCStone Group Inc,31308T100,0
11027,11130,03/19/2007,Haynes International Inc,420877201,0
11028,11131,03/20/2007,Cheniere Energy Partners LP,16411Q101,0
11029,11132,03/20/2007,China Opportunity Acquisition,16941S205,0
11030,11133,03/21/2007,Glu Mobile Inc,379890106,0
11031,11134,03/22/2007,Castlepoint Holdings Ltd,148553100,0
11032,11135,03/23/2007,Alpha Security Group Corp,02078A209,0
11033,11136,03/23/2007,GSC Investment Corp,362493108,0
11034,11137,03/26/2007,Aruba Networks Inc,043176106,0
11035,11138,03/27/2007,Blackrock Global Eq Inc Trust,09255D104,0
11036,11139,03/27/2007,Evergreen Global Dividend,30024H101,0
11037,11140,03/27/2007,First Trust Strategic High III,33735C106,0
11038,11141,03/27/2007,ING Asia Pacific High Dividend,44983J109,0
11039,11142,03/27/2007,Santa Monica Media Corp,802501106,0
11040,11143,03/27/2007,eTelecare Global Solutions,29759R102,0
11041,11144,03/28/2007,GSI Technology Inc,36241U106,0
11042,11145,03/28/2007,Nuveen Core Equity Alpha Fund,67090X107,0
11043,11146,03/28/2007,SenoRx Inc,81724W104,0
11044,11147,03/29/2007,Capital Product Partners LP,Y11082107,0
11045,11148,03/29/2007,Flagstone Reinsurance Holdings,G3529T105,0
11046,11149,03/29/2007,Super Micro Computer Inc,86800U104,0
11047,11150,04/04/2007,Veraz Networks Inc,923359103,0
11048,11151,04/11/2007,Tailwind Financial Inc,874023203,0
11049,11152,04/12/2007,Comverge Inc,205859101,0
11050,11153,04/17/2007,MBF Healthcare Acquisition,552650202,0
11051,11154,04/18/2007,MetroPCS Communications Inc,591708102,0
11052,11155,04/19/2007,China Healthcare Acquisition,16939Q104,0
11053,11156,04/19/2007,Pennantpark Investment Corp,708062104,0
11054,11157,04/19/2007,Pinpoint Advance Corp,723513107,0
11055,11158,04/19/2007,Simcere Pharmaceutical Group,82859P104,0
11056,11159,04/19/2007,Superior Offshore Intl Inc,86825Q104,0
11057,11160,04/23/2007,Cinemark Holdings Inc,17243V102,0
11058,11161,04/23/2007,Morgan Stanley Emerging,617477104,0
11059,11162,04/24/2007,OceanFreight Inc,Y64202107,0
11060,11163,04/24/2007,Victory Acquisition Corp,92644D100,0
11061,11164,04/25/2007,Alpine Global Premier Prop,02083A103,0
11062,11165,04/25/2007,Edenor,29244A102,0
11063,11166,04/25/2007,Nuveen Multi-Currency Short,67090N109,0
11064,11167,04/25/2007,Orexigen Therapeutics Inc,686164104,0
11065,11168,04/25/2007,Vector Intersect Security,92241V206,0
11066,11169,04/26/2007,Pharmasset Inc,71715N106,0
11067,11170,05/01/2007,Cavium Networks Inc,14965A101,0
11068,11171,05/01/2007,Neurogesx Inc,641252101,0
11069,11172,05/02/2007,Acorn International Inc,004854105,0
11070,11173,05/02/2007,Qiao Xing Mobile Commun,G73031109,0
11071,11174,05/04/2007,Interactive Brokers Group,45841N107,0
11072,11175,05/08/2007,Tomotherapy Incorporated,890088107,0
11073,11176,05/09/2007,AECOM Technology Corp,00766T100,0
11074,11177,05/10/2007,Biodel Inc,09064M105,0
11075,11178,05/10/2007,JMP Group Inc,46629U107,0
11076,11179,05/10/2007,Solera Holdings Inc,83421A104,0
11077,11180,05/14/2007,Continental Resources Inc,212015101,0
11078,11181,05/14/2007,Insulet Corp,45784P101,0
11079,11182,05/14/2007,Pinnacle Gas Resources Inc,723464301,0
11080,11183,05/15/2007,Skilled Healthcare Group Inc,83066R107,0
11081,11184,05/16/2007,CAI Int Inc,12477X106,0
11082,11185,05/16/2007,Eurand NV,N31010106,0
11083,11186,05/16/2007,TechTarget Inc,87874R100,0
11084,11187,05/17/2007,China Sunergy Co Ltd,16942X104,0
11085,11188,05/17/2007,EnerNOC Inc,292764107,0
11086,11189,05/17/2007,TriMas Corp,896215209,0
11087,11190,05/18/2007,Columbus Acquisition Corp,198851107,0
11088,11191,05/21/2007,Arcade Acquisition Corp,038798203,0
11089,11192,05/22/2007,RSC Holdings Inc,74972L102,0
11090,11193,05/22/2007,Sirtris Pharmaceuticals Inc,82968A105,0
11091,11194,05/23/2007,Helicos BioSciences Corp,42326R109,0
11092,11195,05/23/2007,Transtech Services Partners,89388R105,0
11093,11196,05/24/2007,Advent/Claymore Global Conv,00764C109,0
11094,11198,05/24/2007,Dow 30 Enh Prem & Inc,260537105,0
11095,11199,05/24/2007,Greenlight Capital Re Ltd,39536R200,0
11096,11200,05/24/2007,Seligman LaSalle Int Real,81634A101,0
11097,11201,05/24/2007,Shermen WSC Acquisition Corp,824197206,0
11098,11202,05/24/2007,Vantage Energy Services Inc,92209F201,0
11099,11203,05/25/2007,Clean Energy Fuels Corp,184499101,0
11100,11204,05/25/2007,First Trust/Gallatin Specialty,33733G109,0
11101,11205,05/25/2007,Pioneer Diversified High,723653101,0
11102,11206,05/25/2007,RMR Asia Real Estate Fund,74964Q101,0
11103,11207,05/30/2007,Amicus Therapeutics Inc,03152W109,0
11104,11208,05/31/2007,Jazz Pharmaceuticals Inc,472147107,0
11105,11209,05/31/2007,LDK Solar Co Ltd,50183L107,0
11106,11210,05/31/2007,Stoneleigh Partners Acquisitn,861923209,0
11107,11211,06/05/2007,Starent Networks Corp,85528P108,0
11108,11212,06/06/2007,Infinera Corp,45667G103,0
11109,11213,06/06/2007,Response Genetics Inc,76123U105,0
11110,11214,06/07/2007,Apex Bioventures Acquisition,03753Q204,0
11111,11215,06/07/2007,FBR Capital Markets Corp,30247C301,0
11112,11216,06/07/2007,Limelight Networks Inc,53261M104,0
11113,11217,06/07/2007,Yingli Green Energy Holding Co,98584B103,0
11114,11218,06/12/2007,Bway Holding Co,12429T104,0
11115,11219,06/14/2007,Biofuel Energy Corp,09064Y109,0
11116,11220,06/18/2007,Advanced Technology Acquisitn,007556301,0
11117,11221,06/18/2007,China Shenghuo Pharmaceutical,16941X105,0
11118,11222,06/19/2007,Aldabra 2 Acquisition Corp,01408A202,0
11119,11223,06/19/2007,GABELLI HEALTHCARE & WELLNESS,036246K10,0
11120,11224,06/21/2007,Blackstone Group LP,09253U108,0
11121,11225,06/21/2007,China Discovery Acquisition,G2112B125,0
11122,11226,06/22/2007,Care Investment Trust Inc,141657106,0
11123,11227,06/25/2007,GSC Acquisition Co,40053G106,0
11124,11228,06/26/2007,AuthenTec Inc,052660107,0
11125,11229,06/26/2007,BlackRock Kelso Capital Corp,092533108,0
11126,11230,06/26/2007,Calamos Global Dynamic,12811L107,0
11127,11231,06/26/2007,Comscore Inc,20564W105,0
11128,11232,06/26/2007,DWS RREEF World Real Est & Tac,23339T100,0
11129,11233,06/26/2007,Data Domain Inc,23767P109,0
11130,11234,06/26/2007,Delaware Enhanced Global Div,246060107,0
11131,11235,06/26/2007,MLP & Strategic Equity,55312N106,0
11132,11236,06/26/2007,NUVEEN TAX ADVANTAGE DIV GRTH,067073G10,0
11133,11237,06/26/2007,Spectra Energy Partners LP,84756N109,0
11134,11238,06/26/2007,Spreadtrum Communications Inc,849415203,0
11135,11239,06/26/2007,Van Kampen Dynamic Credit,921166104,0
11136,11240,06/27/2007,Dividend Capital Strategic,25537X106,0
11137,11241,06/27/2007,Polypore International Inc,73179V103,0
11138,11242,06/27/2007,Pros Holdings Inc,74346Y103,0
11139,11243,06/27/2007,Vaughan Foods Inc,92241M107,0
11140,11244,06/28/2007,Bridgeline Software Inc,10807Q205,0
11141,11245,06/29/2007,Alyst Acquisition Corp,02263A204,0
11142,11246,07/02/2007,ShoreTel Inc,825211105,0
11143,11247,07/17/2007,Dice Holdings Inc,253017107,0
11144,11248,07/17/2007,"Encore Bancshares,Houston,TX",29255V201,0
11145,11249,07/17/2007,SemGroup Energy Partners LP,81662W108,0
11146,11250,07/18/2007,Limco-Piedmont Inc,53261T109,0
11147,11251,07/18/2007,MF Global Ltd,G60642108,0
11148,11252,07/18/2007,Netezza Corp,64111N101,0
11149,11253,07/19/2007,Airvana Inc,00950V101,0
11150,11254,07/19/2007,China Fortune Acquisition,G21098127,0
11151,11255,07/19/2007,KBL Healthcare Acquisition,48241N107,0
11152,11256,07/19/2007,Orbitz Worldwide Inc,68557K109,0
11153,11257,07/19/2007,hhgregg Inc,42833L108,0
11154,11258,07/24/2007,BladeLogic Inc,09265M102,0
11155,11259,07/24/2007,Monotype Imaging Holdings Inc,61022P100,0
11156,11260,07/24/2007,Rex Energy Corp,761565100,0
11157,11261,07/24/2007,Validus Holdings Ltd,91915WAA0,0
11158,11262,07/25/2007,ImaRx Therapeutics Inc,45248L308,0
11159,11263,07/25/2007,Perfect World Co Ltd,71372U104,0
11160,11264,07/25/2007,Voltaire Ltd,M97613109,0
11161,11265,07/26/2007,CLAYMORE GUGGENHEIM STRAT OPP,018385X10,0
11162,11266,07/26/2007,COHEN & STEERS GLBL INC BLDR I,019248M10,0
11163,11267,07/26/2007,Eaton Vance Risk-Managed Div,27829G106,0
11164,11268,07/27/2007,Lululemon Athletica Inc,550021109,0
11165,11269,08/01/2007,Alternative Asset Management,02149U200,0
11166,11270,08/01/2007,Dolan Media Co,25659P402,0
11167,11271,08/01/2007,Genpact Ltd,G3922B107,0
11168,11272,08/02/2007,Concho Resources Inc,20605P101,0
11169,11273,08/02/2007,Sucampo Pharmaceuticals Inc,864909106,0
11170,11274,08/02/2007,Virtusa Corp,92827P102,0
11171,11275,08/06/2007,Quicksilver Gas Services LP,74839G106,0
11172,11276,08/07/2007,E-House(China)Holdings Ltd,26852W103,0
11173,11277,08/07/2007,HireRight Inc,433538105,0
11174,11278,08/07/2007,Masimo Corp,574795100,0
11175,11279,08/08/2007,DemandTec Inc,24802R506,0
11176,11280,08/08/2007,WuXi PharmaTech(Cayman)Inc,929352102,0
11177,11281,08/09/2007,Horsehead Holding Corp,440694305,0
11178,11282,08/09/2007,Mercadolibre Inc,58733R102,0
11179,11283,08/09/2007,Paragon Shipping Inc,69913R309,0
11180,11284,08/13/2007,VMware Inc,928563402,0
11181,11285,08/27/2007,Cushing MLP Total,231631102,0
11182,11286,09/04/2007,InterAmerican Acq Grp Inc,458396108,0
11183,11287,09/10/2007,Cornerstone Prog Return Fund,21925C101,0
11184,11288,09/11/2007,Encore Energy Partners LP,29257A106,0
11185,11289,09/19/2007,athenahealth Inc,04685W103,0
11186,11290,09/20/2007,First Trust Act Div Income,33731L100,0
11187,11291,09/24/2007,Seanergy Maritime Corp,Y73760103,0
11188,11292,09/25/2007,Blackrock Ecosolutions Inv,092546100,0
11189,11293,09/25/2007,ING International High Div,45684Q100,0
11190,11294,09/25/2007,JOHN HANCOCK TAX ADV GLBL SH Y,041013P74,0
11191,11295,09/25/2007,Nicholas-Applegate Global Eq,65370L108,0
11192,11296,09/26/2007,Babcock & Brown Air Ltd,05614P101,0
11193,11297,09/27/2007,Duff & Phelps Corp,26433B107,0
11194,11298,09/28/2007,China Architectural,16937S102,0
11195,11299,09/28/2007,Hicks Acquisition Co I Inc,429086309,0
11196,11300,10/02/2007,Constant Contact Inc,210313102,0
11197,11301,10/03/2007,Highlands Acquisition Corp,430880203,0
11198,11302,10/03/2007,Inter-Atlantic Financial,45890H209,0
11199,11303,10/04/2007,China Dig TV Hldg Co Ltd,16938G107,0
11200,11304,10/04/2007,FMG Acquisition Corp,34410L106,0
11201,11305,10/04/2007,MAP Pharmaceuticals Inc,56509R108,0
11202,11306,10/04/2007,Main Street Capital Corp,56035L104,0
11203,11307,10/09/2007,Compellent Technologies Inc,20452A108,0
11204,11308,10/09/2007,Targanta Therapeutics Corp,87612C100,0
11205,11309,10/09/2007,Textainer Grp Hldg Ltd,G8766E109,0
11206,11310,10/10/2007,SP Acquisition Holdings Inc,78470A104,0
11207,11311,10/10/2007,"Virgin Mobile USA, Inc",92769R108,0
11208,11312,10/16/2007,Stone Tan China Acq Corp,861752202,0
11209,11313,10/16/2007,Trans1 Inc,89385X105,0
11210,11314,10/17/2007,Global BPO Services,378981203,0
11211,11315,10/17/2007,NRDC Acquisition Corp,62941R201,0
11212,11316,10/18/2007,DuPont Fabros Tech Inc,26613Q106,0
11213,11317,10/18/2007,Maxcom Telecomunicaciones SA,57773A508,0
11214,11318,10/18/2007,Noah Education Hldg Ltd,65487R303,0
11215,11319,10/18/2007,TM Entertainment and Media,87260T207,0
11216,11320,10/22/2007,CVR Energy Inc,12662P108,0
11217,11321,10/22/2007,Triplecrown Acquisition Corp,89677G208,0
11218,11322,10/23/2007,Fuqi International Inc,36102A207,0
11219,11323,10/23/2007,Longtop Finl Tech Ltd,54318P108,0
11220,11324,10/23/2007,Vanguard Natural Resources LLC,92205F106,0
11221,11325,10/24/2007,FGX Int Holdings Ltd,G3396L102,0
11222,11326,10/24/2007,Pzena Investment Management,74731Q103,0
11223,11327,10/24/2007,Secure America Acq Corp,81372L202,0
11224,11328,10/24/2007,Ulta Salon Cosmetic Fragrance,90384S303,0
11225,11329,10/25/2007,Novabay Pharmaceuticals Inc,66987P102,0
11226,11330,10/25/2007,Power Med Interventions Inc,739299105,0
11227,11331,10/29/2007,Genoptix Inc,37243V100,0
11228,11332,10/30/2007,012 Smile.Communications Ltd,M98939107,0
11229,11333,10/30/2007,CNinsure Inc,18976M103,0
11230,11334,10/31/2007,Giant Interactive Group Inc,374511103,0
11231,11335,11/01/2007,Deltek Inc,24784L105,0
11232,11336,11/01/2007,Nanosphere Inc,63009F105,0
11233,11337,11/01/2007,Neutral Tandem Inc,64128B108,0
11234,11338,11/01/2007,SoundBite Communications Inc,836091108,0
11235,11339,11/05/2007,SandRidge Energy Inc,80007P109,0
11236,11340,11/06/2007,AirMedia Group Inc,009411109,0
11237,11341,11/06/2007,BioForm Medical Inc,09065G107,0
11238,11342,11/06/2007,Golden Pond Heathcare,38116J208,0
11239,11343,11/07/2007,ARYx Therapeutics Inc,043387109,0
11240,11344,11/07/2007,Agria Corp,00850H103,0
11241,11345,11/07/2007,Approach Resources Inc,03834A103,0
11242,11346,11/07/2007,Enterprise Acquisition Corp,29365R207,0
11243,11347,11/07/2007,ICx Technologies Inc,44934T105,0
11244,11348,11/08/2007,American Public Education Inc,02913V103,0
11245,11349,11/08/2007,Capitol Acquisition Corp,014055E10,0
11246,11350,11/08/2007,China Nepstar Chain Drugstore,16943C109,0
11247,11351,11/08/2007,Ensign Group Inc,29358P101,0
11248,11352,11/08/2007,Lumber Liquidators Inc,55003Q103,0
11249,11353,11/08/2007,OSG America LP,671028108,0
11250,11354,11/08/2007,Quest Energy Partners LP,74836B209,0
11251,11355,11/12/2007,2020 ChinaCap Acquirco,90212G208,0
11252,11356,11/12/2007,Heckmann Corp,422680207,0
11253,11357,11/12/2007,Navios Maritime Partners LP,Y62267102,0
11254,11358,11/13/2007,Och-Ziff Cap Mgmt Grp LLC,67551U105,0
11255,11359,11/14/2007,EnergySolutions Inc,292756202,0
11256,11360,11/14/2007,EnteroMedics Inc,29365M109,0
11257,11361,11/14/2007,MSCI Inc,55354G100,0
11258,11362,11/14/2007,Prospect Acquisition Corp,74347T202,0
11259,11363,11/14/2007,Virtual Radiologic Corp,92826B104,0
11260,11364,11/15/2007,3PAR Inc,88580F109,0
11261,11365,11/15/2007,Chimera Inv Corp,16934Q109,0
11262,11366,11/15/2007,El Paso Pipeline Partners LP,283702108,0
11263,11367,11/15/2007,Nuveen Mun High Inc Opp Fd 2,670683101,0
11264,11368,11/15/2007,Rubicon Technology Inc,78112T107,0
11265,11369,11/16/2007,China Hldngs Acqstn Corp,16942N205,0
11266,11370,11/16/2007,Internet Brands Inc,460608102,0
11267,11371,11/19/2007,Ideation Acquisition,451665202,0
11268,11372,11/19/2007,SuccessFactors Inc,864596101,0
11269,11373,11/20/2007,Global Consumer Acquisition,378983209,0
11270,11374,11/28/2007,PIMCO Income Opportunity Fund,72202B100,0
11271,11375,11/30/2007,Camden Learning Corp,132863127,0
11272,11376,11/30/2007,North Shore Acquisition,662316108,0
11273,11377,12/06/2007,Entropic Communications Inc,29384R105,0
11274,11378,12/06/2007,Global Brands Acquisition Corp,378982201,0
11275,11379,12/06/2007,Liberty Acq Hldgs Corp,53015Y107,0
11276,11380,12/06/2007,Titan Machinery Inc,88830R101,0
11277,11381,12/06/2007,Tremisis Energy Acq Corp II,89472N200,0
11278,11382,12/06/2007,Triple-S Management Corp,896749108,0
11279,11383,12/06/2007,VisionChina Media Inc,92833U103,0
11280,11384,12/06/2007,WSP Holdings Ltd,92934F104,0
11281,11385,12/10/2007,Cardtronics Inc,14161H108,0
11282,11386,12/10/2007,ChinaEdu Corp,16945L107,0
11283,11387,12/11/2007,United Refining Energy,911360204,0
11284,11388,12/11/2007,VanceInfo Technologies Inc,921564100,0
11285,11389,12/11/2007,Xinyuan Real Estate Co Ltd,98417P105,0
11286,11390,12/12/2007,K12 Inc,48273U102,0
11287,11391,12/12/2007,MedAssets Inc,584045108,0
11288,11392,12/12/2007,Teekay Tankers Ltd,Y8565N102,0
11289,11393,12/13/2007,Intellon Corp,45816W504,0
11290,11394,12/13/2007,Memsic Inc,586264103,0
11291,11395,12/14/2007,Gulfstream Int Grp Inc,402738108,0
11292,11396,12/18/2007,Gushan Environmental Energy,40330W106,0
11293,11397,12/18/2007,Orion Energy Systems Inc,686275108,0
11294,11398,12/18/2007,RMR Dividend Capture Fund,76970L109,0
11295,11399,12/19/2007,NetSuite Inc,64118Q107,0
11296,11400,01/11/2008,Polaris Acquisition Corp,73104R201,0
11297,11402,01/17/2008,SAPPHIRE INDUSTRIALS CORP,80306T208,0
11298,11403,01/17/2008,Sports Prop Acq Corp,84920F107,0
11299,11404,01/17/2008,Williams Pipeline Partners LP,96950K103,0
11300,11405,01/23/2008,Trian Acq I Corp,89582E207,0
11301,11406,01/24/2008,Atlas Acq Hldg Corp,049162209,0
11302,11407,01/24/2008,RiskMetrics Group Inc,767735103,0
11303,11408,01/25/2008,IPC The Hospitalist Co Inc,44984A105,0
11304,11409,01/28/2008,ATA Inc,00211V106,0
11305,11410,01/28/2008,Blackrock Def Opp Cred Tr,09255Q105,0
11306,11411,01/29/2008,Cascal NV,0N1842P10,0
11307,11413,02/08/2008,BBV Vietnam SEA Acq Corp,Y0764A114,0
11308,11415,02/14/2008,ArcSight Inc,039666102,0
11309,11416,02/14/2008,GHL Acquisition Corp,36172H108,0
11310,11417,02/14/2008,MAKO Surgical Corp,560879108,0
11311,11418,02/19/2008,Bioheart Inc,09062F201,0
11312,11419,02/26/2008,BPW Acquisition Corp,055637201,0
11313,11420,02/27/2008,Spring Creek Acquisition Corp,G8374R104,0
11314,11421,03/07/2008,Hambrecht Asia Acq Corp,406548107,0
11315,11422,03/11/2008,Heritage-Crystal Clean Inc,42726M106,0
11316,11423,03/18/2008,CardioNet Inc,14159L103,0
11317,11424,03/19/2008,Healthy Fast Food Inc,42223Y207,0
11318,11425,03/19/2008,Visa Inc,92826C839,0
11319,11426,04/21/2008,Intrepid Potash Inc,46121Y102,0
11320,11427,04/22/2008,American Water Works Co Inc,030420103,0
11321,11428,04/24/2008,Hatteras Financial Corp,41902R103,0
11322,11429,04/24/2008,Whiting USA Trust I,966389108,0
11323,11430,04/30/2008,Pioneer SW Energy Ptnrs LP,72388B106,0
11324,11431,05/07/2008,Colfax Corp,194014106,0
11325,11432,05/08/2008,Real Goods Solar Inc,75601N104,0
11326,11433,05/08/2008,Western Gas Partners LP,958254104,0
11327,11434,05/14/2008,American Capital Agency Corp,02503X105,0
11328,11435,05/14/2008,Verso Paper Corp,92531L108,0
11329,11437,05/28/2008,Safe Bulkers Inc,Y7388L103,0
11330,11438,06/11/2008,Fifth Street Finance Corp,31678A103,0
11331,11439,06/18/2008,Britannia Bulk Holdings,Y0971E107,0
11332,11440,06/18/2008,RHI Entertainment Inc.,74957T104,0
11333,11441,06/19/2008,Hong Kong Highpower Tech Inc,43858B108,0
11334,11442,06/26/2008,Navios Maritime Acq Corp,Y62159127,0
11335,11443,07/01/2008,Energy Recovery Inc,29270J100,0
11336,11444,07/23/2008,GT Solar International Inc,3623E0209,0
11337,11445,07/23/2008,North Asia Investment Corp,G66202105,0
11338,11446,07/29/2008,China Distance Educ Hldgs Ltd,16944W104,0
11339,11447,08/04/2008,China Mass Med Int Adv Corp,169418100,0
11340,11448,08/07/2008,Rackspace Hosting Inc,750086100,0
11341,11449,08/11/2008,CS China Acquisition Corp,257831200,0
11342,11450,08/12/2008,Chardan 2008 China Acq Corp,G8977T127,0
11343,11451,08/22/2008,Morgan Stanley Frontier Inc,61757P101,0
11344,11452,11/20/2008,Grand Canyon Education,38526M106,0
11345,11453,01/28/2009,Hibernia Homestead Bancorp Inc,42866N104,0
11346,11454,02/10/2009,Mead Johnson Nutrition Co,582839106,0
11347,11455,02/24/2009,Nuveen Municipal Value Fund 2,670695105,0
11348,11456,03/12/2009,NIVS IntelliMedia Tech Gp Inc,62914U108,0
11349,11457,03/26/2009,Western Asset Mun Defined Opp,95768A109,0
11350,11458,04/01/2009,Changyou.com Ltd,15911M107,0
11351,11459,04/14/2009,Bridgepoint Education Inc,10807M105,0
11352,11460,04/15/2009,Rosetta Stone Inc,777780107,0
11353,11461,04/27/2009,Nuveen Calif Muni Value Fd2,6706EB106,0
11354,11462,04/27/2009,Nuveen New Jersey Muni Value,670702109,0
11355,11463,04/27/2009,Nuveen New York Muni Value 2,670706100,0
11356,11464,04/27/2009,Nuveen Pennsyl Muni Value,67074K105,0
11357,11465,05/13/2009,DigitalGlobe Inc,25389M877,0
11358,11466,05/19/2009,SolarWinds Inc,83416B109,0
11359,11467,05/21/2009,OpenTable Inc,68372A104,0
11360,11468,05/26/2009,Eaton Vance Natl Municipal Opp,27829L105,0
11361,11469,06/02/2009,Government Properties Income,38376A103,0
11362,11470,06/11/2009,Cypress Sharpridge Investments,23281A307,0
11363,11471,06/23/2009,ChemSpec International Ltd,163868102,0
11364,11472,06/24/2009,Duoyuan Global Water Inc,266043108,0
11365,11473,06/24/2009,Medidata Solutions Inc,58471A105,0
11366,11474,06/25/2009,Invesco Mortgage Capital Inc,46131B100,0
11367,11475,06/25/2009,Wstn Asset Invest Grade Define,95790A101,0
11368,11476,06/30/2009,LogMeIn Inc,54142L109,0
11369,11477,07/13/2009,Territorial Bancorp Inc,88145X108,0
11370,11478,07/29/2009,Pennymac Mtg Invest Tr,70931T103,0
11371,11479,07/29/2009,Recon Technology Ltd,G7415M108,0
11372,11480,07/29/2009,Tortoise Power & Energy,89147X104,0
11373,11481,08/05/2009,Avago Technologies Ltd,0Y0486S10,0
11374,11482,08/05/2009,CDC Software Corp,12507Y108,0
11375,11483,08/10/2009,Cumberland Pharmaceuticals Inc,230770109,0
11376,11484,08/11/2009,Emdeon Inc,29084T104,0
11377,11485,08/11/2009,Starwood Property Trust Inc,85571B105,0
11378,11486,09/04/2009,Lihua International Inc,053235210,0
11379,11487,09/09/2009,Tri-Tech Holding Inc,0G9103F10,0
11380,11488,09/16/2009,CreXus Investment Corp,226553105,0
11381,11489,09/23/2009,A123 Systems Inc,03739T108,0
11382,11490,09/23/2009,Apollo Coml RE Fin Inc,03762U105,0
11383,11491,09/23/2009,Artio Global Investors Inc,04315B107,0
11384,11492,09/23/2009,Colony Financial Inc,19624R106,0
11385,11493,09/23/2009,Vitacost.com Inc,92847A200,0
11386,11494,09/24/2009,Nuveen Enhanced Municipal,67074M101,0
11387,11495,09/24/2009,Shanda Games Ltd,81941U105,0
